data,system,example_id,source,target,nMSE,nAPE,DTW,nDTW
signsuisse_test,sign_mt_v2,32,fra,fsl,0.4483760961278121,0.5277813072026796,50.57171455646912,12.970746859131738
signsuisse_test,sign_mt_v2,33,deu,sgg,0.2635086803081993,0.3601634713542122,21.306436789755175,15.205140463882366
signsuisse_test,sign_mt_v2,34,deu,sgg,9145.851591997169,20.643159959124958,3583.67615858209,6.2593323185574
signsuisse_test,sign_mt_v2,35,deu,sgg,0.2628889718416978,0.37235793047638316,23.7655712002398,12.90486894124562
signsuisse_test,sign_mt_v2,36,deu,sgg,0.23518687051481363,0.3329151315121366,26.140704379096302,12.550623264739192
signsuisse_test,sign_mt_v2,37,fra,fsl,0.384454626778598,0.4466888577552678,54.12586077333449,18.128006329170887
signsuisse_test,sign_mt_v2,38,deu,sgg,0.26910731563686163,0.361729952877308,18.042121081462124,11.979872770833882
signsuisse_test,sign_mt_v2,39,deu,sgg,0.17874996424938366,0.28098273655557926,17.88812773088252,12.342169168302679
signsuisse_test,sign_mt_v2,40,fra,fsl,0.21838404965723968,0.330190900543055,40.70375272320056,24.72531450582829
signsuisse_test,sign_mt_v2,41,ita,lse,0.2546941552648008,0.3910533990566872,64.63098329034024,37.05909669827437
signsuisse_test,sign_mt_v2,42,ita,lse,0.21939147543244678,0.34214902532866803,22.589079775061894,13.739980264684618
signsuisse_test,sign_mt_v2,43,deu,sgg,0.1787159477774271,0.28339938187937685,17.683651097281448,10.58799280848269
signsuisse_test,sign_mt_v2,44,ita,lse,0.30723493249637607,0.42784081965887716,60.81857681965107,30.185422555509877
signsuisse_test,sign_mt_v2,45,ita,lse,0.30896382935272565,0.44035291429627116,32.94740960100264,12.30897886895021
signsuisse_test,sign_mt_v2,46,fra,fsl,0.39396419591614157,0.4675117745181685,76.33496423078147,26.443859252166313
signsuisse_test,sign_mt_v2,47,deu,sgg,0.2539466263848931,0.37383055568306295,18.565527515533237,5.943823641112067
signsuisse_test,sign_mt_v2,48,deu,sgg,0.24898610170264188,0.37290370128247896,19.279573168519924,10.845145954618907
signsuisse_test,sign_mt_v2,49,deu,sgg,0.20955514546463772,0.3231230203981661,35.14124573605777,20.595224126759316
signsuisse_test,sign_mt_v2,50,ita,lse,0.33515072297019777,0.4801281970137064,41.808602817069335,19.335741101157268
signsuisse_test,sign_mt_v2,51,deu,sgg,0.2650433356221641,0.36789404370857165,27.864061650159677,12.180833211279516
signsuisse_test,sign_mt_v2,52,deu,sgg,0.28636412213703843,0.3666898673941334,21.100916579523055,14.000088833320522
signsuisse_test,sign_mt_v2,53,ita,lse,0.23521628579177772,0.37388880868139096,52.69870622408311,33.5254185724319
signsuisse_test,sign_mt_v2,54,ita,lse,0.29074656473418653,0.4269305111491175,58.67241014304823,22.405480945304337
signsuisse_test,sign_mt_v2,55,fra,fsl,0.4023482490615299,0.5057288002280708,80.74478822296243,37.5829559302275
signsuisse_test,sign_mt_v2,56,ita,lse,0.3982816124177251,0.5155537853800457,69.29381121204486,23.784756842888513
signsuisse_test,sign_mt_v2,57,deu,sgg,0.18955049618350317,0.2830913586967141,31.740151804090132,15.798532275991816
signsuisse_test,sign_mt_v2,58,fra,fsl,0.23785139538436118,0.3511648572915978,65.56192603978874,38.298952761485204
signsuisse_test,sign_mt_v2,59,ita,lse,0.3322268505937635,0.47421658757432317,61.59348862522231,31.03295775571733
signsuisse_test,sign_mt_v2,60,deu,sgg,0.23753419614830407,0.3218343355740147,36.27941617482874,24.752154164342695
signsuisse_test,sign_mt_v2,61,deu,sgg,0.18370980015602345,0.297004644184384,20.212883508988032,9.72957559702057
signsuisse_test,sign_mt_v2,62,deu,sgg,5808.504883559757,13.347240466682722,1238.7206886418965,14.031962548696828
signsuisse_test,sign_mt_v2,63,fra,fsl,0.4245705787117393,0.5033869341399712,47.86779103640637,18.48704415744495
signsuisse_test,sign_mt_v2,64,ita,lse,0.34789592383028856,0.48865649173339204,41.40388553508762,20.46232924134684
signsuisse_test,sign_mt_v2,65,fra,fsl,0.33133049440125717,0.40308962929470815,74.92132296985623,33.2827941150851
signsuisse_test,sign_mt_v2,66,fra,fsl,0.39805652666086694,0.465531301522672,39.31872526197429,11.400899983056313
signsuisse_test,sign_mt_v2,67,deu,sgg,0.26651230108372215,0.37144359353099476,17.638420286563992,12.971609454000152
signsuisse_test,sign_mt_v2,68,deu,sgg,0.11999864323709689,0.19665932476242012,11.811470952584097,5.123807716656295
signsuisse_test,sign_mt_v2,69,fra,fsl,0.5152224129673147,0.6128080653384705,86.34648621956912,34.4328756055983
signsuisse_test,sign_mt_v2,70,ita,lse,0.16305459811640238,0.2706777858415371,17.999124929762907,11.348164417723321
signsuisse_test,sign_mt_v2,71,deu,sgg,1321.253676202609,3.2109581026811767,10172.716034778918,13.26386840518736
signsuisse_test,sign_mt_v2,72,deu,sgg,0.18328545519833775,0.2967622772706209,17.9878400685926,10.991288198888324
signsuisse_test,sign_mt_v2,73,deu,sgg,0.29254862521012126,0.38652000398466574,55.18417356193221,22.84558571639707
signsuisse_test,sign_mt_v2,74,fra,fsl,0.32722060909433476,0.43720496479472415,72.61018732828502,46.10047571708923
signsuisse_test,sign_mt_v2,75,fra,fsl,0.3149399195528088,0.4145882812092543,48.028585282289406,19.738990035480505
signsuisse_test,sign_mt_v2,76,deu,sgg,0.15651019184049386,0.23411156842633202,17.813625840075886,9.762993534310151
signsuisse_test,sign_mt_v2,77,fra,fsl,0.1693947533417209,0.28821700829019326,23.599888537288596,19.312749736185914
signsuisse_test,sign_mt_v2,78,ita,lse,0.2890808935575679,0.41628079603883866,49.67844255566382,29.860218477405514
signsuisse_test,sign_mt_v2,79,ita,lse,0.3932853841426518,0.4773185178844613,36.16642630700769,14.429321600401043
signsuisse_test,sign_mt_v2,80,deu,sgg,0.2549630540931802,0.3649492383144135,16.243434645884175,10.457033527663791
signsuisse_test,sign_mt_v2,81,deu,sgg,0.24566251562354552,0.3566075873930423,22.541837953241984,9.285479708923681
signsuisse_test,sign_mt_v2,82,ita,lse,0.3001289142308405,0.43845956626306254,44.767290339220196,23.143345851108617
signsuisse_test,sign_mt_v2,83,ita,lse,0.37640324707291933,0.4982326737203283,34.54866811465611,14.574171511208863
signsuisse_test,sign_mt_v2,84,ita,lse,0.32145692583597585,0.4703339652268794,55.092797803510855,20.829233481410828
signsuisse_test,sign_mt_v2,85,deu,sgg,0.15302355293628647,0.24521300364588403,26.230282631805178,18.31009415876056
signsuisse_test,sign_mt_v2,86,deu,sgg,3309.5625143086954,7.556620350757921,3280.328202394552,13.836481057712653
signsuisse_test,sign_mt_v2,87,ita,lse,0.2588194889090148,0.3301160378846181,29.974256564376187,16.18450527249343
signsuisse_test,sign_mt_v2,88,fra,fsl,0.20876834344746423,0.2884770861541744,17.453009428389493,8.959555008036029
signsuisse_test,sign_mt_v2,89,deu,sgg,0.19610774597721511,0.3010157819891381,16.43309740265351,7.443087765806512
signsuisse_test,sign_mt_v2,90,deu,sgg,0.2606824932787062,0.3256019710053048,46.53171906164675,27.282182211739485
signsuisse_test,sign_mt_v2,91,fra,fsl,0.2710018434561325,0.38692497256566233,42.88389432052002,25.05792033749655
signsuisse_test,sign_mt_v2,92,fra,fsl,3716.4866413688524,8.513069400271746,1392.2081419337835,11.727350583072331
signsuisse_test,sign_mt_v2,93,deu,sgg,0.14705147892017023,0.2457838267463563,20.843036874713704,12.045782572647159
signsuisse_test,sign_mt_v2,94,fra,fsl,0.4596924485287499,0.5560119636164329,82.06758995094414,33.98690946034222
signsuisse_test,sign_mt_v2,95,deu,sgg,0.12079063058441825,0.2045085902621227,21.16726506927344,15.398022412045043
signsuisse_test,sign_mt_v2,96,ita,lse,0.2095049211832354,0.3241047530320548,24.768572698767706,14.29374565141389
signsuisse_test,sign_mt_v2,97,deu,sgg,0.17975057527720797,0.28745091246353194,27.515117699986245,17.064791224238505
signsuisse_test,sign_mt_v2,98,deu,sgg,6855.435467850996,15.576443180145315,3590.240600112456,8.901939236165076
signsuisse_test,sign_mt_v2,99,deu,sgg,0.10362719420922024,0.17959198068279048,12.543341360526892,8.564425957424907
signsuisse_test,sign_mt_v2,100,fra,fsl,0.1821161829279498,0.2881201025024108,31.10824400387543,20.470964677631578
signsuisse_test,sign_mt_v2,101,deu,sgg,0.3370318487922533,0.46818875656135595,86.09404864174653,24.036069427416574
signsuisse_test,sign_mt_v2,102,deu,sgg,3000.1709015966317,6.945975205364444,1450.7377763558832,18.731724212422147
signsuisse_test,sign_mt_v2,103,deu,sgg,0.18641002604810564,0.28539288944286134,15.075106063537218,9.099338737388479
signsuisse_test,sign_mt_v2,104,fra,fsl,0.32863291023647523,0.3876897665438034,46.767652741616445,24.639089276370882
signsuisse_test,sign_mt_v2,105,fra,fsl,0.27973549559723565,0.3594997046460659,60.96629681996805,26.849215305989496
signsuisse_test,sign_mt_v2,106,deu,sgg,0.2033956550780333,0.31093363763771836,33.58676418172704,16.902446695153518
signsuisse_test,sign_mt_v2,107,fra,fsl,0.4366845971832686,0.5374233806319815,82.88706284332888,30.984019371309163
signsuisse_test,sign_mt_v2,108,deu,sgg,2216.1095572727363,5.170854988471972,773.151306122513,18.644685337273426
signsuisse_test,sign_mt_v2,109,deu,sgg,0.15241530020415248,0.21833849988669074,30.91159111112693,14.623066915056222
signsuisse_test,sign_mt_v2,110,deu,sgg,0.1237991722706542,0.21910772749716043,27.80027372602435,18.634336246359418
signsuisse_test,sign_mt_v2,111,ita,lse,0.3248390302349431,0.47149976066458593,38.688689566334695,18.139263374405875
signsuisse_test,sign_mt_v2,112,ita,lse,0.3101496922415976,0.428106433987481,24.662874398080593,9.433878077717461
signsuisse_test,sign_mt_v2,113,deu,sgg,0.18017021655615315,0.26901587579652025,24.724217718188108,15.420591403372836
signsuisse_test,sign_mt_v2,114,deu,sgg,0.2678624668531569,0.37932657705178724,22.25284366986505,15.027545427272484
signsuisse_test,sign_mt_v2,115,deu,sgg,0.28420618379785856,0.42438365048466814,19.494433871764965,10.111525451572396
signsuisse_test,sign_mt_v2,116,deu,sgg,0.14593556522621876,0.23082561636593776,5.433871060386633,4.48683249736422
signsuisse_test,sign_mt_v2,117,deu,sgg,0.24402165043385504,0.32356541691749746,37.35763645450189,21.48251521244558
signsuisse_test,sign_mt_v2,118,deu,sgg,0.2270609845591958,0.32748838453803625,22.96438190849703,7.8858270520122815
signsuisse_test,sign_mt_v2,119,ita,lse,0.2335429493006087,0.3649239536495798,36.9847018328693,19.665989381136793
signsuisse_test,sign_mt_v2,120,fra,fsl,0.4007912557900176,0.46681709200454036,42.29197280993895,22.525276074270668
signsuisse_test,sign_mt_v2,121,fra,fsl,0.3060056744974301,0.3979247116375988,39.50233634786014,20.317737678155787
signsuisse_test,sign_mt_v2,122,ita,lse,0.2527605847310732,0.37530496948983816,21.0027061377161,11.827615909921876
signsuisse_test,sign_mt_v2,123,fra,fsl,0.31103614866541196,0.3186761990040549,104.67741073512234,56.57896232985718
signsuisse_test,sign_mt_v2,124,deu,sgg,0.23147125720911244,0.34154843461338685,26.49650042095577,15.425974411365086
signsuisse_test,sign_mt_v2,125,deu,sgg,0.22804325313016213,0.3135661535597221,17.326462995033477,10.657201300964587
signsuisse_test,sign_mt_v2,126,ita,lse,0.20083038157150196,0.30618461898022087,15.503761399972676,9.540800026963721
signsuisse_test,sign_mt_v2,127,ita,lse,0.2680471359125389,0.3680063657135479,35.65724129720084,16.770331351444074
signsuisse_test,sign_mt_v2,128,fra,fsl,0.36107716701301046,0.4821345891729136,62.10597153689251,26.121732139498366
signsuisse_test,sign_mt_v2,129,ita,lse,0.3098225224869794,0.4592668989803599,33.76514719501581,13.912944668492186
signsuisse_test,sign_mt_v2,130,deu,sgg,0.1580715713695186,0.24826021751684618,29.157282170048106,18.229794404263526
signsuisse_test,sign_mt_v2,131,ita,lse,0.3835863080989493,0.5280451482406227,52.72615229767079,22.88296879164354
signsuisse_test,sign_mt_v2,132,fra,fsl,1710.5990604266528,4.094334147909822,986.34807485023,25.55017360970557
signsuisse_test,sign_mt_v2,133,ita,lse,0.3032364064929788,0.4112873594841601,42.73131244350244,16.467679685641382
signsuisse_test,sign_mt_v2,134,deu,sgg,0.22445966372194706,0.2969010001080559,37.064244118222796,19.508270613149712
signsuisse_test,sign_mt_v2,135,ita,lse,0.26829762810888397,0.41087422471494417,42.3611105846002,27.097504453200997
signsuisse_test,sign_mt_v2,136,deu,sgg,0.12988690156699467,0.17591026472631488,8.681337599694285,7.710698627620259
signsuisse_test,sign_mt_v2,137,fra,fsl,0.3358531564495083,0.41024148047465636,92.78091486778636,59.08641267372367
signsuisse_test,sign_mt_v2,138,ita,lse,0.32204443952074735,0.46273262245453983,63.61205250631128,29.93682580976096
signsuisse_test,sign_mt_v2,139,deu,sgg,0.10968337530999063,0.1847292466849023,22.68684116151766,16.309381380969985
signsuisse_test,sign_mt_v2,140,fra,fsl,2342.651628871242,5.41496138551806,1340.9141945068766,17.57024133129102
signsuisse_test,sign_mt_v2,141,deu,sgg,8283.962799865227,18.81732097363836,5559.951854603662,11.198833991807016
signsuisse_test,sign_mt_v2,142,fra,fsl,0.3677862676102833,0.40181416817387733,89.50186092650083,48.62877005348781
signsuisse_test,sign_mt_v2,143,fra,fsl,0.3317548822265989,0.3965698039012033,28.029693054996606,14.166543088993519
signsuisse_test,sign_mt_v2,144,deu,sgg,0.2911201236633199,0.3531490454064545,33.810651210030386,18.113275493157413
signsuisse_test,sign_mt_v2,145,deu,sgg,0.11472092853916062,0.16591596654268984,20.42561624643151,13.986393358453054
signsuisse_test,sign_mt_v2,146,deu,sgg,0.13043722817989561,0.2173497312856098,17.13323106225164,13.504037374908549
signsuisse_test,sign_mt_v2,147,deu,sgg,3473.470018569568,8.04666990267684,2278.050990379664,14.593266160066094
signsuisse_test,sign_mt_v2,148,deu,sgg,0.29070782892209035,0.42634860729341945,23.46858378476104,17.778877411685755
signsuisse_test,sign_mt_v2,149,deu,sgg,1320.2127401535838,3.1441956712952077,1337.1670357366595,14.63899748005614
signsuisse_test,sign_mt_v2,150,deu,sgg,0.23110658284432645,0.3157433807091707,42.10371115793653,19.02717147882684
signsuisse_test,sign_mt_v2,151,fra,fsl,0.35330982174814285,0.4156017036281764,87.06413944523337,39.259462489544454
signsuisse_test,sign_mt_v2,152,deu,sgg,0.13697764042159644,0.2285826769939125,11.716538091837998,9.735746090698205
signsuisse_test,sign_mt_v2,153,ita,lse,0.3438212407326508,0.4857893773149161,41.70868112533201,13.321970466631349
signsuisse_test,sign_mt_v2,154,ita,lse,0.3328636255190184,0.46213757860214927,33.793296567439114,14.865677814789471
signsuisse_test,sign_mt_v2,155,fra,fsl,0.3435747263243924,0.4339749774051181,82.05228545660002,33.095837368845174
signsuisse_test,sign_mt_v2,156,fra,fsl,0.3276643746497526,0.42622760817092875,58.141443853981166,25.269874465706952
signsuisse_test,sign_mt_v2,157,fra,fsl,0.3681880738725746,0.41950939197816217,51.247201001920914,29.269882698421128
signsuisse_test,sign_mt_v2,158,ita,lse,0.3161761101404662,0.4818563003936405,59.346940164311576,26.333893655645376
signsuisse_test,sign_mt_v2,159,ita,lse,0.27225818258108225,0.40926298168909064,30.332318957612728,14.612841706646467
signsuisse_test,sign_mt_v2,160,ita,lse,0.29623288934118686,0.4526438629111582,44.61591042345758,21.994274871249807
signsuisse_test,sign_mt_v2,161,deu,sgg,0.20776615700231407,0.31781829327242606,19.313500627865345,11.605566975800258
signsuisse_test,sign_mt_v2,162,ita,lse,0.29243537699229594,0.4136630709430802,62.955127850579956,25.659487020159716
signsuisse_test,sign_mt_v2,163,ita,lse,0.31348675741808685,0.41026657445303744,28.213543035102923,12.98768860837023
signsuisse_test,sign_mt_v2,164,deu,sgg,0.1658514622565009,0.26476722955209664,22.38783305372274,10.065135124700161
signsuisse_test,sign_mt_v2,165,deu,sgg,7895.751328378498,17.879855978609314,2747.563461594942,7.672021084944101
signsuisse_test,sign_mt_v2,166,ita,lse,0.2638894439971773,0.40926417585480945,39.90417442464072,23.338304688078473
signsuisse_test,sign_mt_v2,167,fra,fsl,2582.4122852977534,5.969738769419097,1347.0651490255868,25.363713666877604
signsuisse_test,sign_mt_v2,168,deu,sgg,0.21947557867374837,0.311326753212172,28.90328009087278,12.55472409061931
signsuisse_test,sign_mt_v2,169,deu,sgg,0.30599427689485303,0.4448870164970018,20.73995683044924,9.478572126953734
signsuisse_test,sign_mt_v2,170,deu,sgg,0.28952702507694433,0.40249730169696457,16.19490725869136,9.799185966690695
signsuisse_test,sign_mt_v2,171,ita,lse,0.25583968986375943,0.38572599959241083,34.76309831171082,20.086639344674087
signsuisse_test,sign_mt_v2,172,fra,fsl,0.47601216031560056,0.5620869906338002,95.0694735453947,22.318336043420043
signsuisse_test,sign_mt_v2,173,deu,sgg,0.36247066351815954,0.3942697884097767,41.74280793913113,24.837942667127486
signsuisse_test,sign_mt_v2,174,deu,sgg,0.16850915008367737,0.2207757972201785,21.229247729482957,10.404413771885622
signsuisse_test,sign_mt_v2,175,fra,fsl,0.2590079823923046,0.36380663042302835,93.74902489205999,43.10379848626783
signsuisse_test,sign_mt_v2,176,deu,sgg,0.15984891772826024,0.2244599058872878,20.33650728461203,8.814716757370777
signsuisse_test,sign_mt_v2,177,deu,sgg,0.23036679261289733,0.33151329906725124,23.576146024217383,12.936318427514937
signsuisse_test,sign_mt_v2,178,fra,fsl,0.2820214964467488,0.37965224193023717,35.81663331359689,21.210933567417882
signsuisse_test,sign_mt_v2,179,deu,sgg,0.31262313555036336,0.4421431859070814,16.73520850091831,12.57294896292554
signsuisse_test,sign_mt_v2,180,fra,fsl,0.3471914988812917,0.4376513120713785,35.75405959924498,15.144374125662411
signsuisse_test,sign_mt_v2,181,fra,fsl,0.31994249147198794,0.408559866673306,39.993086006288586,20.509796005132127
signsuisse_test,sign_mt_v2,182,deu,sgg,0.21929660539254314,0.32995141182504284,29.053381229613247,21.151325517121943
signsuisse_test,sign_mt_v2,183,deu,sgg,0.14457858523556016,0.23463008640726282,22.13493698081457,12.78229895411798
signsuisse_test,sign_mt_v2,184,deu,sgg,0.21127239299468367,0.3084108192164166,13.714347037265336,8.600625491973105
signsuisse_test,sign_mt_v2,185,ita,lse,0.24398162244730476,0.3790660104217816,30.36430898599045,16.350030958156765
signsuisse_test,sign_mt_v2,186,deu,sgg,0.24275767416369678,0.34578774568984844,15.13487374130462,8.237453778449341
signsuisse_test,sign_mt_v2,187,deu,sgg,0.19944541518096867,0.31400378890577973,15.690258322995208,9.901616020047884
signsuisse_test,sign_mt_v2,188,deu,sgg,0.2067689084861221,0.35706688397500475,50.35202800979388,28.040220144150876
signsuisse_test,sign_mt_v2,189,ita,lse,0.1870464084041093,0.2964228631558604,18.999466890278313,11.97096857497578
signsuisse_test,sign_mt_v2,190,ita,lse,0.3302478383729169,0.43499819676275814,29.245964177538635,12.926378157497725
signsuisse_test,sign_mt_v2,191,fra,fsl,0.18649105469142396,0.2440244929879086,416.7929411249315,27.53766302711147
signsuisse_test,sign_mt_v2,192,ita,lse,0.34211592800677626,0.43405903544723307,39.403626479726846,22.032452747004125
signsuisse_test,sign_mt_v2,193,ita,lse,0.27464617928025764,0.3798671548416565,40.703430101780135,24.611909613917945
signsuisse_test,sign_mt_v2,194,deu,sgg,0.28816239338528554,0.41337489167780117,48.70939310292086,27.170175413722426
signsuisse_test,sign_mt_v2,195,ita,lse,0.30292027523852844,0.423233340813653,25.92981069646736,13.043325834570345
signsuisse_test,sign_mt_v2,196,deu,sgg,3642.113981926499,8.356118432241242,7506.057684382122,8.594331513872818
signsuisse_test,sign_mt_v2,197,deu,sgg,0.21647149758196066,0.3121048452846216,17.464876161683275,12.407888286877464
signsuisse_test,sign_mt_v2,198,deu,sgg,0.30040312036525874,0.3575637949151005,28.759179135512255,15.046393564842571
signsuisse_test,sign_mt_v2,199,deu,sgg,0.23743446090668202,0.3551465741081755,15.804349725614633,9.720437794489087
signsuisse_test,sign_mt_v2,200,deu,sgg,10697.492086572414,24.039868498612567,2213.992291374084,10.898093673418117
signsuisse_test,sign_mt_v2,201,fra,fsl,0.39373296039340927,0.43471070668471956,50.12143170351149,20.06294511916484
signsuisse_test,sign_mt_v2,202,deu,sgg,0.29707421032522086,0.423160516011556,32.54473403683209,8.26036153498413
signsuisse_test,sign_mt_v2,203,fra,fsl,0.26556785626232665,0.3689439251217304,28.802296574665245,17.495765855925484
signsuisse_test,sign_mt_v2,204,fra,fsl,0.3949508708782137,0.46856819419960893,33.354729061431264,12.685827401108881
signsuisse_test,sign_mt_v2,205,deu,sgg,0.223667942110737,0.3162631635141019,27.591291182648455,16.24810569155094
signsuisse_test,sign_mt_v2,206,fra,fsl,0.3962147330518363,0.46606687115558454,48.99252849856482,22.021013774295653
signsuisse_test,sign_mt_v2,207,fra,fsl,0.4453441025849557,0.5550574328671062,132.93741095391812,45.98180697456916
signsuisse_test,sign_mt_v2,208,fra,fsl,0.422296466835158,0.5338021444666613,110.52368140208642,36.62005745774307
signsuisse_test,sign_mt_v2,209,ita,lse,0.39386188726665167,0.5242854638111663,59.21104290265378,23.941600661180416
signsuisse_test,sign_mt_v2,210,deu,sgg,0.18888330841765952,0.2866817280871327,29.690865812035252,14.521874314702163
signsuisse_test,sign_mt_v2,211,ita,lse,0.3470807578107378,0.4912738865439803,57.386726283773484,23.368002280166134
signsuisse_test,sign_mt_v2,212,deu,sgg,11469.452058311004,26.06008046198166,1701.1102857404817,12.542329274489578
signsuisse_test,sign_mt_v2,213,ita,lse,0.2192689819675483,0.33490704169206914,15.654595987555961,10.987669255950225
signsuisse_test,sign_mt_v2,214,ita,lse,0.2669579955007943,0.3950660140136772,23.758867557584505,15.47088868094035
signsuisse_test,sign_mt_v2,215,fra,fsl,473.0661312544613,1.2577861892788875,1450.1464361430494,10.641280655328826
signsuisse_test,sign_mt_v2,216,deu,sgg,0.18443603551523194,0.29620144904863777,19.109399115518315,12.675631841902884
signsuisse_test,sign_mt_v2,217,fra,fsl,0.4918376039881537,0.5508640741805896,55.32460111862927,20.577994261401145
signsuisse_test,sign_mt_v2,218,fra,fsl,0.43916111687790726,0.5195687081442796,175.02819183796888,90.28449617216023
signsuisse_test,sign_mt_v2,219,ita,lse,0.31685078893403545,0.4498602533888895,27.294411545929684,12.971015770204097
signsuisse_test,sign_mt_v2,220,deu,sgg,0.3035265692909009,0.3772650262331363,30.394286970693514,17.92999789456076
signsuisse_test,sign_mt_v2,221,deu,sgg,0.22360966757455175,0.3287576229019812,12.069876965387149,8.816484675522691
signsuisse_test,sign_mt_v2,222,ita,lse,0.2649056373367483,0.3996954359252013,43.15531661447216,13.324613502654922
signsuisse_test,sign_mt_v2,223,deu,sgg,0.16973800661467497,0.28196457672020325,29.395994411088324,18.894102793109692
signsuisse_test,sign_mt_v2,224,deu,sgg,0.28166351575828424,0.42183182279819087,30.527797035013602,16.67588009957857
signsuisse_test,sign_mt_v2,225,fra,fsl,0.36887056797555406,0.4591141236090863,39.47895880227991,18.57059415587667
signsuisse_test,sign_mt_v2,226,fra,fsl,0.462747990035842,0.5600972257509215,73.86753021486685,27.654854914469617
signsuisse_test,sign_mt_v2,227,fra,fsl,0.3307558927328532,0.4104197629795551,69.8727314429885,34.00692694141522
signsuisse_test,sign_mt_v2,228,deu,sgg,0.20775249979286842,0.29238292491570766,21.59673095911819,12.175448822469905
signsuisse_test,sign_mt_v2,229,ita,lse,0.22484161310200132,0.33338659585174407,20.509028308513056,10.463570126461198
signsuisse_test,sign_mt_v2,230,fra,fsl,5877.243132436982,13.511668464001001,1480.8417025200197,34.53805884740792
signsuisse_test,sign_mt_v2,231,deu,sgg,0.24943777822460408,0.3493180568776268,20.55070002343002,11.46028661090351
signsuisse_test,sign_mt_v2,232,ita,lse,0.39598648963597194,0.5497343728983624,91.25651884636878,35.465916355530126
signsuisse_test,sign_mt_v2,233,deu,sgg,0.18359924947799233,0.2778112514740635,8.332552494238136,5.778411296441563
