data,system,example_id,source,target,SignCLIP-P-P,SignCLIP-P-T,SignCLIP-Suisse-P-P,SignCLIP-Suisse-P-T
signsuisse_test,ref,67,deu,sgg,,72.48433685302734,,90.65748596191406
signsuisse_test,ref,68,deu,sgg,,73.6329345703125,,89.0123062133789
signsuisse_test,ref,69,fra,fsl,,81.90064239501953,,93.62728881835938
signsuisse_test,ref,70,ita,ise,,73.78134155273438,,87.08116149902344
signsuisse_test,ref,71,deu,sgg,,82.33929443359375,,93.81399536132812
signsuisse_test,ref,72,deu,sgg,,69.842529296875,,88.74531555175781
signsuisse_test,ref,73,deu,sgg,,74.24616241455078,,91.7779541015625
signsuisse_test,ref,74,fra,fsl,,83.53539276123047,,91.80806732177734
signsuisse_test,ref,75,fra,fsl,,71.64085388183594,,86.04723358154297
signsuisse_test,ref,76,deu,sgg,,74.1521224975586,,87.15721893310547
signsuisse_test,ref,77,fra,fsl,,73.99349975585938,,86.71437072753906
signsuisse_test,ref,78,ita,ise,,76.6932373046875,,87.67704772949219
signsuisse_test,ref,79,ita,ise,,74.01322937011719,,87.5612564086914
signsuisse_test,ref,80,deu,sgg,,74.68179321289062,,91.38103485107422
signsuisse_test,ref,81,deu,sgg,,73.13593292236328,,86.42996215820312
signsuisse_test,ref,82,ita,ise,,65.99896240234375,,88.09396362304688
signsuisse_test,ref,83,ita,ise,,68.46875762939453,,86.49427795410156
signsuisse_test,ref,84,ita,ise,,77.3263931274414,,86.70086669921875
signsuisse_test,ref,85,deu,sgg,,71.83293151855469,,84.1278076171875
signsuisse_test,ref,86,deu,sgg,,73.32736206054688,,88.77559661865234
signsuisse_test,ref,87,ita,ise,,71.32247924804688,,88.4783935546875
signsuisse_test,ref,88,fra,fsl,,77.74586486816406,,94.93806457519531
signsuisse_test,ref,89,deu,sgg,,70.17196655273438,,88.46360778808594
signsuisse_test,ref,90,deu,sgg,,74.57490539550781,,91.1391830444336
signsuisse_test,ref,91,fra,fsl,,79.53760528564453,,86.17646789550781
signsuisse_test,ref,92,fra,fsl,,76.7021713256836,,90.6150894165039
signsuisse_test,ref,93,deu,sgg,,76.81510925292969,,86.83197784423828
signsuisse_test,ref,94,fra,fsl,,77.47476196289062,,88.31584167480469
signsuisse_test,ref,95,deu,sgg,,79.039306640625,,89.54474639892578
signsuisse_test,ref,96,ita,ise,,71.83011627197266,,84.44379425048828
signsuisse_test,ref,97,deu,sgg,,76.43785095214844,,86.80579376220703
signsuisse_test,ref,98,deu,sgg,,75.25968170166016,,89.26351165771484
signsuisse_test,ref,99,deu,sgg,,72.42591857910156,,86.89083099365234
signsuisse_test,ref,100,fra,fsl,,73.50891876220703,,85.92410278320312
signsuisse_test,ref,101,deu,sgg,,77.72034454345703,,87.5340347290039
signsuisse_test,ref,102,deu,sgg,,75.54566955566406,,82.48635864257812
signsuisse_test,ref,103,deu,sgg,,74.44110870361328,,85.83573913574219
signsuisse_test,ref,104,fra,fsl,,83.63880157470703,,86.91609954833984
signsuisse_test,ref,105,fra,fsl,,80.49849700927734,,84.8013916015625
signsuisse_test,ref,106,deu,sgg,,75.70926666259766,,86.44473266601562
signsuisse_test,ref,107,fra,fsl,,83.03536987304688,,87.8277587890625
signsuisse_test,ref,108,deu,sgg,,72.54705810546875,,84.07500457763672
signsuisse_test,ref,109,deu,sgg,,75.58029174804688,,87.8708267211914
signsuisse_test,ref,110,deu,sgg,,78.26117706298828,,92.04219055175781
signsuisse_test,ref,111,ita,ise,,59.86418533325195,,84.84261322021484
signsuisse_test,ref,112,ita,ise,,76.32463836669922,,91.16348266601562
signsuisse_test,ref,113,deu,sgg,,72.92304992675781,,85.84672546386719
signsuisse_test,ref,114,deu,sgg,,74.56233978271484,,84.83172607421875
signsuisse_test,ref,115,deu,sgg,,74.92765045166016,,85.1885986328125
signsuisse_test,ref,116,deu,sgg,,69.63957977294922,,85.85154724121094
signsuisse_test,ref,117,deu,sgg,,77.16584777832031,,88.41402435302734
signsuisse_test,ref,118,deu,sgg,,73.14901733398438,,88.2855224609375
signsuisse_test,ref,119,ita,ise,,81.40702819824219,,80.83908081054688
signsuisse_test,ref,120,fra,fsl,,70.86788940429688,,86.31236267089844
signsuisse_test,ref,121,fra,fsl,,79.86109924316406,,86.2523422241211
signsuisse_test,ref,122,ita,ise,,71.44127655029297,,81.19049072265625
signsuisse_test,ref,123,fra,fsl,,79.6126708984375,,97.22374725341797
signsuisse_test,ref,124,deu,sgg,,73.74845123291016,,86.89726257324219
signsuisse_test,ref,125,deu,sgg,,75.6467514038086,,87.93683624267578
signsuisse_test,ref,126,ita,ise,,65.22052764892578,,87.96237182617188
signsuisse_test,ref,127,ita,ise,,74.62458038330078,,93.92241668701172
signsuisse_test,ref,128,fra,fsl,,76.86566925048828,,85.52018737792969
signsuisse_test,ref,129,ita,ise,,67.90402221679688,,88.1939926147461
signsuisse_test,ref,130,deu,sgg,,77.47122955322266,,90.87054443359375
signsuisse_test,ref,131,ita,ise,,70.72822570800781,,84.05743408203125
signsuisse_test,ref,132,fra,fsl,,73.1620101928711,,82.52873992919922
signsuisse_test,ref,133,ita,ise,,77.61857604980469,,88.23548889160156
signsuisse_test,ref,134,deu,sgg,,76.09269714355469,,91.49699401855469
signsuisse_test,ref,135,ita,ise,,72.85469055175781,,83.81239318847656
signsuisse_test,ref,136,deu,sgg,,74.5726318359375,,84.65946960449219
signsuisse_test,ref,137,fra,fsl,,79.93753814697266,,92.92227172851562
signsuisse_test,ref,138,ita,ise,,72.7371597290039,,88.4971694946289
signsuisse_test,ref,139,deu,sgg,,73.14686584472656,,88.26549530029297
signsuisse_test,ref,140,fra,fsl,,79.30073547363281,,86.36326599121094
signsuisse_test,ref,141,deu,sgg,,78.54971313476562,,87.13013458251953
signsuisse_test,ref,142,fra,fsl,,83.48194885253906,,88.74581146240234
signsuisse_test,ref,143,fra,fsl,,71.11072540283203,,92.50923156738281
signsuisse_test,ref,144,deu,sgg,,77.96583557128906,,85.9955825805664
signsuisse_test,ref,145,deu,sgg,,79.72563171386719,,81.42803955078125
signsuisse_test,ref,146,deu,sgg,,72.60652923583984,,89.92630004882812
signsuisse_test,ref,147,deu,sgg,,77.19759368896484,,86.06656646728516
signsuisse_test,ref,148,deu,sgg,,69.00725555419922,,87.89737701416016
signsuisse_test,ref,149,deu,sgg,,70.8674087524414,,85.72439575195312
signsuisse_test,ref,150,deu,sgg,,77.632080078125,,89.23138427734375
signsuisse_test,ref,151,fra,fsl,,82.17921447753906,,90.81831359863281
signsuisse_test,ref,152,deu,sgg,,74.56719207763672,,89.68106842041016
signsuisse_test,ref,153,ita,ise,,71.97272491455078,,90.54688262939453
signsuisse_test,ref,154,ita,ise,,74.59173583984375,,89.339599609375
signsuisse_test,ref,155,fra,fsl,,80.31362915039062,,86.75930786132812
signsuisse_test,ref,156,fra,fsl,,79.37086486816406,,87.01557922363281
signsuisse_test,ref,157,fra,fsl,,81.19061279296875,,88.17744445800781
signsuisse_test,ref,158,ita,ise,,72.74463653564453,,88.8463363647461
signsuisse_test,ref,159,ita,ise,,68.50166320800781,,88.40386962890625
signsuisse_test,ref,160,ita,ise,,72.10581970214844,,89.78094482421875
signsuisse_test,ref,161,deu,sgg,,71.92963409423828,,92.11067962646484
signsuisse_test,ref,162,ita,ise,,74.036865234375,,91.54827880859375
signsuisse_test,ref,163,ita,ise,,71.29528045654297,,86.65509033203125
signsuisse_test,ref,164,deu,sgg,,78.07768249511719,,86.34579467773438
signsuisse_test,ref,165,deu,sgg,,73.16765594482422,,90.43272399902344
signsuisse_test,ref,166,ita,ise,,75.01874542236328,,91.14399719238281
signsuisse_test,ref,167,fra,fsl,,81.80358123779297,,87.42869567871094
signsuisse_test,ref,168,deu,sgg,,74.14232635498047,,92.484375
signsuisse_test,ref,169,deu,sgg,,67.895263671875,,85.31256103515625
signsuisse_test,ref,170,deu,sgg,,76.55817413330078,,88.59138488769531
signsuisse_test,ref,171,ita,ise,,82.87678527832031,,86.13590240478516
signsuisse_test,ref,172,fra,fsl,,74.51346588134766,,86.69698333740234
signsuisse_test,ref,173,deu,sgg,,74.8806381225586,,89.5254135131836
signsuisse_test,ref,174,deu,sgg,,66.15486907958984,,82.75541687011719
signsuisse_test,ref,175,fra,fsl,,81.388427734375,,90.08932495117188
signsuisse_test,ref,176,deu,sgg,,77.23771667480469,,84.72425842285156
signsuisse_test,ref,177,deu,sgg,,72.13847351074219,,91.73213195800781
signsuisse_test,ref,178,fra,fsl,,77.32489776611328,,86.83180236816406
signsuisse_test,ref,179,deu,sgg,,70.6110610961914,,84.7428207397461
signsuisse_test,ref,180,fra,fsl,,76.07196044921875,,87.60511779785156
signsuisse_test,ref,181,fra,fsl,,75.67982482910156,,88.85662841796875
signsuisse_test,ref,182,deu,sgg,,70.41542053222656,,91.5824966430664
signsuisse_test,ref,183,deu,sgg,,71.89916229248047,,89.37825012207031
signsuisse_test,ref,184,deu,sgg,,73.71025848388672,,88.6021957397461
signsuisse_test,ref,185,ita,ise,,74.587646484375,,85.88191223144531
signsuisse_test,ref,186,deu,sgg,,72.1276626586914,,87.63612365722656
signsuisse_test,ref,187,deu,sgg,,67.99153137207031,,87.77460479736328
signsuisse_test,ref,188,deu,sgg,,74.9872055053711,,84.93386840820312
signsuisse_test,ref,189,ita,ise,,74.09725189208984,,86.6436996459961
signsuisse_test,ref,190,ita,ise,,69.65310668945312,,88.8286361694336
signsuisse_test,ref,191,fra,fsl,,79.9861831665039,,87.62677001953125
signsuisse_test,ref,192,ita,ise,,72.89219665527344,,90.74141693115234
signsuisse_test,ref,193,ita,ise,,80.927734375,,91.11677551269531
signsuisse_test,ref,194,deu,sgg,,70.08451080322266,,88.4091567993164
signsuisse_test,ref,195,ita,ise,,72.08415222167969,,86.20381164550781
signsuisse_test,ref,196,deu,sgg,,76.02655792236328,,86.90988159179688
signsuisse_test,ref,197,deu,sgg,,77.00528717041016,,87.81150817871094
signsuisse_test,ref,198,deu,sgg,,73.87255859375,,85.03033447265625
signsuisse_test,ref,199,deu,sgg,,72.06070709228516,,86.26610565185547
signsuisse_test,ref,200,deu,sgg,,73.21308898925781,,84.43328094482422
signsuisse_test,ref,201,fra,fsl,,79.75965881347656,,83.94342041015625
signsuisse_test,ref,202,deu,sgg,,71.53800964355469,,88.62686157226562
signsuisse_test,ref,203,fra,fsl,,78.58029174804688,,89.68936157226562
signsuisse_test,ref,204,fra,fsl,,72.14810180664062,,86.13793182373047
signsuisse_test,ref,205,deu,sgg,,73.52288818359375,,85.58480834960938
signsuisse_test,ref,206,fra,fsl,,80.47291564941406,,87.36234283447266
signsuisse_test,ref,207,fra,fsl,,80.13717651367188,,84.3397445678711
signsuisse_test,ref,208,fra,fsl,,75.102294921875,,85.69662475585938
signsuisse_test,ref,209,ita,ise,,66.3935775756836,,85.34637451171875
signsuisse_test,ref,210,deu,sgg,,78.32599639892578,,90.80946350097656
signsuisse_test,ref,211,ita,ise,,68.04971313476562,,86.77619934082031
signsuisse_test,ref,212,deu,sgg,,72.1569595336914,,86.51840209960938
signsuisse_test,ref,213,ita,ise,,61.91279220581055,,86.91329193115234
signsuisse_test,ref,214,ita,ise,,74.90145111083984,,84.69468688964844
signsuisse_test,ref,215,fra,fsl,,72.32330322265625,,83.1890640258789
signsuisse_test,ref,216,deu,sgg,,71.87605285644531,,85.6948013305664
signsuisse_test,ref,217,fra,fsl,,74.86124420166016,,90.2088394165039
signsuisse_test,ref,218,fra,fsl,,83.29996490478516,,93.52169036865234
signsuisse_test,ref,219,ita,ise,,70.69823455810547,,90.45524597167969
signsuisse_test,ref,220,deu,sgg,,75.86502075195312,,87.00584411621094
signsuisse_test,ref,221,deu,sgg,,74.74020385742188,,86.25616455078125
signsuisse_test,ref,222,ita,ise,,69.72735595703125,,86.92259979248047
signsuisse_test,ref,223,deu,sgg,,76.68350982666016,,83.86187744140625
signsuisse_test,ref,224,deu,sgg,,82.01592254638672,,89.2511215209961
signsuisse_test,ref,225,fra,fsl,,75.97264099121094,,85.20046997070312
signsuisse_test,ref,226,fra,fsl,,69.36246490478516,,83.38438415527344
signsuisse_test,ref,227,fra,fsl,,81.00360107421875,,87.36685943603516
signsuisse_test,ref,228,deu,sgg,,76.31513214111328,,89.88713073730469
signsuisse_test,ref,229,ita,ise,,70.6607666015625,,88.58990478515625
signsuisse_test,ref,230,fra,fsl,,81.8558349609375,,85.11859893798828
signsuisse_test,ref,231,deu,sgg,,77.04817199707031,,89.83464813232422
signsuisse_test,ref,232,ita,ise,,75.61099243164062,,87.01314544677734
signsuisse_test,ref,233,deu,sgg,,72.66239166259766,,85.45418548583984
signsuisse_test,ref,234,ita,ise,,73.67949676513672,,87.57139587402344
signsuisse_test,ref,235,deu,sgg,,77.55573272705078,,88.78921508789062
signsuisse_test,ref,236,fra,fsl,,76.97108459472656,,88.87696838378906
signsuisse_test,ref,237,ita,ise,,73.5345230102539,,88.1473388671875
signsuisse_test,ref,238,ita,ise,,70.2884292602539,,82.34925842285156
signsuisse_test,ref,239,deu,sgg,,72.568359375,,82.27754974365234
signsuisse_test,ref,240,fra,fsl,,76.53958129882812,,87.95714569091797
signsuisse_test,ref,241,deu,sgg,,74.84871673583984,,87.01693725585938
signsuisse_test,ref,242,ita,ise,,68.46737670898438,,87.37113952636719
signsuisse_test,ref,243,deu,sgg,,76.84941864013672,,88.19206237792969
signsuisse_test,ref,244,deu,sgg,,72.78047180175781,,87.69422912597656
signsuisse_test,ref,245,deu,sgg,,69.99241638183594,,84.51089477539062
signsuisse_test,ref,246,ita,ise,,67.49836730957031,,86.600341796875
signsuisse_test,ref,247,deu,sgg,,73.66704559326172,,87.62716674804688
signsuisse_test,ref,248,ita,ise,,74.39808654785156,,85.2855453491211
signsuisse_test,ref,249,fra,fsl,,79.44388580322266,,91.63175964355469
signsuisse_test,ref,250,deu,sgg,,71.85009765625,,92.75
signsuisse_test,ref,251,deu,sgg,,69.11563873291016,,87.11448669433594
signsuisse_test,ref,252,deu,sgg,,73.38926696777344,,80.28197479248047
signsuisse_test,ref,253,deu,sgg,,74.42121887207031,,85.09033203125
signsuisse_test,ref,254,fra,fsl,,72.69430541992188,,89.71236419677734
signsuisse_test,ref,255,fra,fsl,,77.38093566894531,,79.96989440917969
signsuisse_test,ref,256,deu,sgg,,68.31684875488281,,80.5031509399414
signsuisse_test,ref,257,ita,ise,,75.38715362548828,,87.951904296875
signsuisse_test,ref,258,deu,sgg,,80.31427764892578,,90.05509185791016
signsuisse_test,ref,259,deu,sgg,,75.22541046142578,,86.72000122070312
signsuisse_test,ref,260,fra,fsl,,68.46684265136719,,87.54952239990234
signsuisse_test,ref,261,deu,sgg,,74.44226837158203,,86.95527648925781
signsuisse_test,ref,262,fra,fsl,,78.03399658203125,,88.18241882324219
signsuisse_test,ref,263,deu,sgg,,69.733642578125,,92.22986602783203
signsuisse_test,ref,264,deu,sgg,,80.00987243652344,,91.931640625
signsuisse_test,ref,265,deu,sgg,,71.54817199707031,,84.22816467285156
signsuisse_test,ref,266,deu,sgg,,72.99565887451172,,88.4611587524414
signsuisse_test,ref,267,ita,ise,,76.92481231689453,,85.44309997558594
signsuisse_test,ref,268,ita,ise,,69.90375518798828,,86.78482818603516
signsuisse_test,ref,269,deu,sgg,,72.45915985107422,,90.59577941894531
signsuisse_test,ref,270,fra,fsl,,78.84895324707031,,83.9881820678711
signsuisse_test,ref,271,fra,fsl,,74.24015808105469,,87.2886962890625
signsuisse_test,ref,272,ita,ise,,69.37326049804688,,89.1739730834961
signsuisse_test,ref,273,deu,sgg,,78.95169067382812,,91.42231750488281
signsuisse_test,ref,274,fra,fsl,,79.51609802246094,,91.75672912597656
signsuisse_test,ref,275,deu,sgg,,68.85416412353516,,88.70291137695312
signsuisse_test,ref,276,deu,sgg,,82.40131378173828,,92.12850952148438
signsuisse_test,ref,277,deu,sgg,,76.85335540771484,,89.10714721679688
signsuisse_test,ref,278,deu,sgg,,73.40850830078125,,87.75718688964844
signsuisse_test,ref,279,deu,sgg,,80.0753173828125,,91.81855010986328
signsuisse_test,ref,280,fra,fsl,,72.59976959228516,,89.46148681640625
signsuisse_test,ref,281,deu,sgg,,78.96849822998047,,90.21295928955078
signsuisse_test,ref,282,ita,ise,,66.30675506591797,,87.83589172363281
signsuisse_test,ref,283,deu,sgg,,77.84125518798828,,86.32867431640625
signsuisse_test,ref,284,ita,ise,,73.67674255371094,,83.84075927734375
signsuisse_test,ref,285,deu,sgg,,79.9977035522461,,86.24037170410156
signsuisse_test,ref,286,ita,ise,,68.08036041259766,,85.29167938232422
signsuisse_test,ref,287,deu,sgg,,75.64764404296875,,88.88209533691406
signsuisse_test,ref,288,deu,sgg,,78.2488784790039,,88.32086181640625
signsuisse_test,ref,289,ita,ise,,74.0343246459961,,84.9339370727539
signsuisse_test,ref,290,deu,sgg,,74.27017974853516,,82.5797348022461
signsuisse_test,ref,291,fra,fsl,,81.93807220458984,,89.54423522949219
signsuisse_test,ref,292,deu,sgg,,70.51286315917969,,89.93910217285156
signsuisse_test,ref,293,fra,fsl,,77.20695495605469,,86.74778747558594
signsuisse_test,ref,294,deu,sgg,,73.8666763305664,,84.80529022216797
signsuisse_test,ref,295,ita,ise,,71.13056945800781,,89.42333984375
signsuisse_test,ref,296,deu,sgg,,74.95635223388672,,92.20053100585938
signsuisse_test,ref,297,deu,sgg,,78.12789154052734,,90.29630279541016
signsuisse_test,ref,298,deu,sgg,,73.57548522949219,,89.11947631835938
signsuisse_test,ref,299,deu,sgg,,76.21883392333984,,90.87751770019531
signsuisse_test,ref,300,fra,fsl,,77.50122833251953,,87.08154296875
signsuisse_test,ref,301,deu,sgg,,78.17121887207031,,84.57473754882812
signsuisse_test,ref,302,fra,fsl,,82.28333282470703,,86.90685272216797
signsuisse_test,ref,303,fra,fsl,,76.6792984008789,,85.22576141357422
signsuisse_test,ref,304,deu,sgg,,78.29316711425781,,88.03358459472656
signsuisse_test,ref,305,fra,fsl,,80.90223693847656,,90.69375610351562
signsuisse_test,ref,306,ita,ise,,72.21354675292969,,84.24044036865234
signsuisse_test,ref,307,fra,fsl,,74.33924865722656,,84.68253326416016
signsuisse_test,ref,308,ita,ise,,73.41949462890625,,88.16679382324219
signsuisse_test,ref,309,ita,ise,,73.59076690673828,,86.45732879638672
signsuisse_test,ref,310,ita,ise,,74.78833770751953,,87.07752990722656
signsuisse_test,ref,311,ita,ise,,74.9632797241211,,91.0697021484375
signsuisse_test,ref,312,fra,fsl,,79.74757385253906,,88.19596862792969
signsuisse_test,ref,313,ita,ise,,73.87078857421875,,85.22505187988281
signsuisse_test,ref,314,deu,sgg,,72.16280364990234,,86.84098052978516
signsuisse_test,ref,315,deu,sgg,,71.4808120727539,,87.46894836425781
signsuisse_test,ref,316,deu,sgg,,75.73667907714844,,87.98753356933594
signsuisse_test,ref,317,deu,sgg,,82.8992691040039,,87.74590301513672
signsuisse_test,ref,318,fra,fsl,,72.80158233642578,,87.60773468017578
signsuisse_test,ref,319,fra,fsl,,74.63301849365234,,84.44551086425781
signsuisse_test,ref,320,fra,fsl,,79.462890625,,82.93619537353516
signsuisse_test,ref,321,ita,ise,,76.0562973022461,,83.91046142578125
signsuisse_test,ref,322,deu,sgg,,73.35980987548828,,81.94713592529297
signsuisse_test,ref,323,fra,fsl,,76.8502426147461,,82.98300170898438
signsuisse_test,ref,324,deu,sgg,,71.64297485351562,,89.9544677734375
signsuisse_test,ref,325,deu,sgg,,70.57955932617188,,91.56726837158203
signsuisse_test,ref,326,ita,ise,,73.4708251953125,,93.15914916992188
signsuisse_test,ref,327,deu,sgg,,72.20580291748047,,85.72773742675781
signsuisse_test,ref,328,fra,fsl,,80.37287902832031,,86.77799987792969
signsuisse_test,ref,329,deu,sgg,,74.68812561035156,,89.61097717285156
signsuisse_test,ref,330,deu,sgg,,75.91783142089844,,85.40299987792969
signsuisse_test,ref,331,deu,sgg,,71.30235290527344,,88.66741180419922
signsuisse_test,ref,332,ita,ise,,76.34337615966797,,93.45321655273438
signsuisse_test,ref,333,ita,ise,,72.92269134521484,,86.74282836914062
signsuisse_test,ref,334,deu,sgg,,72.25884246826172,,85.4985122680664
signsuisse_test,ref,335,deu,sgg,,75.62728881835938,,94.16343688964844
signsuisse_test,ref,336,fra,fsl,,75.80368041992188,,85.18779754638672
signsuisse_test,ref,337,fra,fsl,,81.20523834228516,,90.33290100097656
signsuisse_test,ref,338,deu,sgg,,72.13086700439453,,92.38652801513672
signsuisse_test,ref,339,fra,fsl,,78.69847106933594,,86.99099731445312
signsuisse_test,ref,340,deu,sgg,,74.83683776855469,,80.80899810791016
signsuisse_test,ref,341,ita,ise,,80.60676574707031,,93.15956115722656
signsuisse_test,ref,342,deu,sgg,,66.21317291259766,,85.20023345947266
signsuisse_test,ref,343,deu,sgg,,64.60527038574219,,84.99169158935547
signsuisse_test,ref,344,fra,fsl,,79.85457611083984,,90.95752716064453
signsuisse_test,ref,345,deu,sgg,,65.3189468383789,,88.62178039550781
signsuisse_test,ref,346,deu,sgg,,80.158447265625,,88.7781753540039
signsuisse_test,ref,347,deu,sgg,,74.6974868774414,,84.89876556396484
signsuisse_test,ref,348,fra,fsl,,75.25444793701172,,85.922607421875
signsuisse_test,ref,349,fra,fsl,,72.07975769042969,,85.01705932617188
signsuisse_test,ref,350,ita,ise,,75.1515884399414,,90.6192855834961
signsuisse_test,ref,351,ita,ise,,73.8776626586914,,83.2459487915039
signsuisse_test,ref,352,deu,sgg,,76.92573547363281,,86.00135040283203
signsuisse_test,ref,353,ita,ise,,75.9870834350586,,87.85553741455078
signsuisse_test,ref,354,deu,sgg,,72.89390563964844,,91.9060287475586
signsuisse_test,ref,355,ita,ise,,71.4745101928711,,82.9554214477539
signsuisse_test,ref,356,ita,ise,,77.30458068847656,,87.81151580810547
signsuisse_test,ref,357,deu,sgg,,75.54889678955078,,88.16922760009766
signsuisse_test,ref,358,ita,ise,,66.48826599121094,,88.30326843261719
signsuisse_test,ref,359,deu,sgg,,70.1997299194336,,85.9516372680664
signsuisse_test,ref,360,ita,ise,,71.47315979003906,,83.97338104248047
signsuisse_test,ref,361,ita,ise,,76.62164306640625,,86.15525817871094
signsuisse_test,ref,362,ita,ise,,75.65608215332031,,91.61768341064453
signsuisse_test,ref,363,fra,fsl,,81.13885498046875,,88.13502502441406
signsuisse_test,ref,364,fra,fsl,,76.96937561035156,,86.41897583007812
signsuisse_test,ref,365,ita,ise,,73.77635192871094,,83.85980224609375
signsuisse_test,ref,366,deu,sgg,,76.10143280029297,,84.32437896728516
signsuisse_test,ref,367,deu,sgg,,73.82005310058594,,86.54170227050781
