data,system,example_id,source,target,nMSE,nAPE,DTW,nDTW,SegDiff,SegnAPERecall,SegnDTWRecall
signsuisse_test,sockeye,34,deu,sgg,0.21485903885844476,0.27621414627232943,21.686835926115922,7.7506765496484515,6,0.4865640693514756,2.333138824770496
signsuisse_test,sockeye,35,deu,sgg,0.23006775676479263,0.2904659577090332,24.488210073099907,10.488556611908086,2,0.2929618882223725,1.948169857266097
signsuisse_test,sockeye,36,deu,sgg,0.17462056432166922,0.251321906917286,22.80302118156223,11.871268536872396,3,0.3277525033036946,1.4708190511618175
signsuisse_test,sockeye,37,fra,fsl,0.14018151859555852,0.19826105068502795,31.234831049659793,12.153815673853094,11,28.378614376343343,28.378614376343343
signsuisse_test,sockeye,38,deu,sgg,0.20811446089322505,0.2511813735241191,21.18691131099045,11.957665989731304,1,0.4191677740360203,2.747415730232786
signsuisse_test,sockeye,39,deu,sgg,0.23129744819974415,0.2986845720692287,20.386452009949203,9.801794068719438,1,0.4446352288973238,6.56303610467434
signsuisse_test,sockeye,40,fra,fsl,0.1528043484041312,0.24446698680388115,27.67779085175513,17.97551402014279,1,0.4432679394958658,12.868054627733914
signsuisse_test,sockeye,41,ita,lse,0.20460452372339633,0.2812024251331688,49.28454526038942,29.756904922842654,7,0.3532150217879369,3.365789316765782
signsuisse_test,sockeye,42,ita,lse,0.15246614907130487,0.22493409439452322,14.142208755079345,7.956234655552209,1,0.2934275591758877,1.8727430092369224
signsuisse_test,sockeye,43,deu,sgg,0.10484961486635123,0.17149414190747558,16.858871124488328,7.252244326374065,0,0.4604448304753415,1.1754771001871809
signsuisse_test,sockeye,44,ita,lse,0.23784041623153293,0.24865298487827778,38.74510283721517,21.49685014694241,6,0.3972951696621377,3.070609902085538
signsuisse_test,sockeye,45,ita,lse,0.32003016393224837,0.4115792901186345,21.047346171306913,10.496425517573114,3,0.3447535089314464,1.5216654663855296
signsuisse_test,sockeye,46,fra,fsl,0.17773810158483114,0.2744931017619427,41.47308337824919,29.577945662695914,6,0.3238279492335731,5.30563934053311
signsuisse_test,sockeye,47,deu,sgg,0.3181976166779396,0.30800888659961045,22.032601330637043,5.451168845264466,1,0.3571817079286667,1.6434135210062135
signsuisse_test,sockeye,48,deu,sgg,0.3340886315496681,0.3871473227456857,22.8653267037416,10.180691825484313,2,0.3695094432525067,2.5646826070995457
signsuisse_test,sockeye,49,deu,sgg,0.334770527563561,0.3905988581514474,38.238571643845724,21.045276204238913,14,0.5005279618771497,3.4196276787188014
signsuisse_test,sockeye,50,ita,lse,0.36561162370781825,0.40764921089706063,29.31252881816426,17.023436099831848,0,0.3752565716954866,5.107833701241828
signsuisse_test,sockeye,51,deu,sgg,0.20213092820801987,0.26454236100100953,23.53280134612732,12.455698338053814,6,0.5054938831743024,2.731001389187288
signsuisse_test,sockeye,52,deu,sgg,0.22656147274404886,0.2929065876908449,21.87481059999444,12.760307815372395,7,0.503227044132559,6.525273152586352
signsuisse_test,sockeye,53,ita,lse,0.2501927863296179,0.27723769759885425,41.1166963215672,27.139764569549964,6,0.3762211495063233,5.986920780248198
signsuisse_test,sockeye,54,ita,lse,0.26859070296272874,0.30594594873911907,37.83992240323772,12.06482853445487,3,0.2754156561147615,2.3216695339342417
signsuisse_test,sockeye,55,fra,fsl,0.23256446711253204,0.29073647665998714,34.42148820197268,25.663858921243957,5,0.3750983316368595,4.445547116189824
signsuisse_test,sockeye,56,ita,lse,0.3588244974860938,0.39011631699325217,39.41731879674008,13.012363413017505,6,0.3401227053084945,2.1602029688649584
signsuisse_test,sockeye,57,deu,sgg,0.18403546515173266,0.20713580764748302,34.64446975211359,11.511208309408426,4,0.2316092323343032,1.661875394641848
signsuisse_test,sockeye,58,fra,fsl,0.22500271916220316,0.3231909005062967,61.77390106304478,42.37914616085226,10,0.4043775080115512,4.231358260348338
signsuisse_test,sockeye,59,ita,lse,0.09587093653393142,0.18317999241062294,25.284738766820187,15.7200929785708,3,0.4073057173797341,4.758763577376884
signsuisse_test,sockeye,60,deu,sgg,0.19211796095786507,0.2612392700396938,30.044894943979266,15.731825084363743,1,0.3864421584033456,3.695744838552801
signsuisse_test,sockeye,61,deu,sgg,0.12291496077838575,0.1748720145612756,19.235241375839394,9.220245841422578,5,0.3289364950946585,2.53183880081995
signsuisse_test,sockeye,62,deu,sgg,0.25584568575576283,0.3189647730185577,34.59548838904662,19.042237296387142,6,0.2706938066720846,1.9440502680540328
signsuisse_test,sockeye,63,fra,fsl,0.20414221286528428,0.24760938686704373,25.449946971016267,11.803020000687068,3,0.4130571172983336,4.503973286586735
signsuisse_test,sockeye,64,ita,lse,0.363667357816741,0.4264674144041325,27.317041944920707,12.008895671330947,4,0.405904843338878,4.800584675182192
signsuisse_test,sockeye,65,fra,fsl,0.27277820878216996,0.3381393001384979,63.32848583616909,46.580651200241654,4,0.3556318825448051,3.715717486711057
signsuisse_test,sockeye,66,fra,fsl,0.18617992835185998,0.2787714453887717,19.239046973695935,8.661116878553525,2,0.2850047511498507,2.0168464947066918
signsuisse_test,sockeye,67,deu,sgg,0.18254962063062397,0.2368547315820811,19.832245872610304,9.653141318870262,2,0.3181869343455972,1.7444320338836956
signsuisse_test,sockeye,68,deu,sgg,0.11970675209399737,0.1804254676177124,15.212917869011347,6.189986364465725,2,0.2615778819214303,1.354447613971567
signsuisse_test,sockeye,69,fra,fsl,0.45629890407837814,0.5008305535131978,34.381867306731436,18.736230440084334,3,0.6707906288746486,7.292997977570165
signsuisse_test,sockeye,70,ita,lse,0.0646990640334114,0.13505388146457523,16.923036304431577,11.821823135788044,1,0.3585251257896476,3.1237465602501864
signsuisse_test,sockeye,71,deu,sgg,0.17516522042167296,0.23196213206227814,30.10274264862842,16.650686642753207,11,0.2841160091491116,1.4982047207736433
signsuisse_test,sockeye,72,deu,sgg,0.30825032139217434,0.32791745254300203,27.796268237647595,10.708654650070246,3,0.5072724630746898,2.9044424910254443
signsuisse_test,sockeye,73,deu,sgg,0.30548142990819105,0.33587599981480515,50.068789682943766,27.344768712880104,4,0.3887248578656039,4.627055795446712
signsuisse_test,sockeye,74,fra,fsl,0.15210720234593797,0.23737145148496588,40.32365327447399,26.105870906241762,5,0.3684821527266909,5.030954228722142
signsuisse_test,sockeye,75,fra,fsl,0.30294927438449964,0.33485213832053395,29.30294491563959,16.11172797985024,4,0.3616901409376508,2.915485136958388
signsuisse_test,sockeye,76,deu,sgg,0.4108576000060501,0.3885454498013332,28.786906545489888,8.795569519438633,5,0.3553805315888992,2.171634705582855
signsuisse_test,sockeye,77,fra,fsl,0.19736359162695286,0.3117051312359573,18.50865276529848,16.02937355176643,2,0.4181969212899707,20.249355666941923
signsuisse_test,sockeye,78,ita,lse,0.26943453122204897,0.27314710054098723,37.86532107462085,16.036100403559107,4,0.3252781097482318,3.0591201361390308
signsuisse_test,sockeye,79,ita,lse,0.10355522321279381,0.1960691568392546,16.854324369057476,10.932647786718773,1,0.3341490656451896,3.4635993671373244
signsuisse_test,sockeye,80,deu,sgg,0.1870519463614748,0.22951109852259807,14.920654283743144,8.384059542386797,2,0.3261960501379422,2.2208791306056117
signsuisse_test,sockeye,81,deu,sgg,0.21901969176441471,0.27775093511585985,20.19455454278482,8.845068990138683,5,0.2817628871520976,1.5010272735486976
signsuisse_test,sockeye,82,ita,lse,0.33641878461063796,0.3748945232583196,38.43010698925466,15.398960228921949,3,0.3706837995245853,3.836151832487324
signsuisse_test,sockeye,83,ita,lse,0.19628052020605233,0.24386937169790457,20.603867138980775,9.542775562668815,2,0.4532326087343376,4.420724719472319
signsuisse_test,sockeye,84,ita,lse,0.3962137090580636,0.46940993775619905,43.28643446851909,13.581321726294782,1,0.3857628601257297,2.00715194771564
signsuisse_test,sockeye,85,deu,sgg,0.21345076220757586,0.27860317322213624,25.38377779154735,17.667130238046017,5,0.3125465018218189,1.8878770394290896
signsuisse_test,sockeye,86,deu,sgg,0.10889146059057772,0.19498358640149832,22.73974079021083,12.526854571571356,8,0.5209950887567827,6.00148461289143
signsuisse_test,sockeye,87,ita,lse,0.18719371939349783,0.2547877108577514,23.99413371851534,14.337543620664416,2,0.4249572119497101,5.692863714371788
signsuisse_test,sockeye,88,fra,fsl,0.2237933411915937,0.3304455854212867,18.243847430840336,13.599810969950312,4,0.4046840954391949,9.876080069630891
signsuisse_test,sockeye,89,deu,sgg,0.24981686069003234,0.3191000270443616,28.75564031435705,11.34613469982672,0,0.2850552036807865,1.0694210263839568
signsuisse_test,sockeye,90,deu,sgg,0.2380867708570692,0.28375752951768174,43.45181829886327,25.810898569300257,11,0.4647064396281397,2.8646446503731418
signsuisse_test,sockeye,91,fra,fsl,0.12290752366755775,0.2434820200919687,25.126764430679977,21.9347555530463,2,0.3245133982038544,5.061783181035184
signsuisse_test,sockeye,92,fra,fsl,0.1826192772379409,0.3137309705001052,16.39083023577195,12.218170401013124,1,0.2638871845454227,4.503741174017329
signsuisse_test,sockeye,93,deu,sgg,0.1502025012080315,0.20663078702912246,28.464984429184618,15.490001095712453,7,0.2781807016709224,2.1516983294988057
signsuisse_test,sockeye,94,fra,fsl,0.2947710006239101,0.28461375456419796,29.187056336166954,25.418190964421925,1,0.5157118894561404,7.276177863256633
signsuisse_test,sockeye,95,deu,sgg,0.08642266577467057,0.15140208588952495,22.117438532374493,13.708417284060877,13,0.2887954691642189,1.8630724622417132
signsuisse_test,sockeye,96,ita,lse,0.07337179789387788,0.14507015614299837,24.90570392614188,11.636449564057832,0,0.3478157973479904,2.1147103150250457
signsuisse_test,sockeye,97,deu,sgg,0.2876963210979209,0.36157163567404854,31.94707821899733,14.171123738082658,1,0.2867015165883792,2.13440693042684
signsuisse_test,sockeye,98,deu,sgg,0.09317385329378544,0.13610325146182908,20.547271509953237,7.69466802339275,2,0.3322605635379307,1.4142027786469364
signsuisse_test,sockeye,99,deu,sgg,0.08468809580448207,0.14988440724064755,12.096457163450395,7.458374990544666,6,0.4506683882524617,3.118396676860134
signsuisse_test,sockeye,100,fra,fsl,0.16113843051384222,0.2408784727631406,37.36595132814671,21.084946563391814,3,0.452323251186759,4.284652470086319
signsuisse_test,sockeye,101,deu,sgg,0.2378279906614504,0.3405407512625596,43.5558219607666,23.97571156331376,7,0.3673754441506469,3.779642237318377
signsuisse_test,sockeye,102,deu,sgg,0.2379468062082575,0.3510458486419943,26.886090007746184,21.575863231004757,6,0.5185567891706491,6.654704583950908
signsuisse_test,sockeye,103,deu,sgg,0.3001744538135375,0.31313791290243753,21.511357602418354,8.02940639068115,3,0.3098894337750337,2.119805812831991
signsuisse_test,sockeye,104,fra,fsl,0.41356278459765883,0.36106675913777986,39.38325004955648,24.21464150083375,6,0.457968315345546,5.271550909068646
signsuisse_test,sockeye,105,fra,fsl,0.13781102439018927,0.2333553412993307,29.08075398783309,18.346501723922593,6,0.3814405943955128,3.483241411882113
signsuisse_test,sockeye,106,deu,sgg,0.20660452788189493,0.2375174702594663,36.74672106622927,21.258465876044774,3,0.2898040300216526,2.1232067556681424
signsuisse_test,sockeye,107,fra,fsl,0.3502473577017461,0.4194462599428224,46.058257223570514,24.53321559819867,0,0.3985453824658375,2.0260509187635
signsuisse_test,sockeye,108,deu,sgg,0.1812470707079398,0.28206075133202807,29.496283621654314,21.287709206113398,6,0.3873292519726957,2.897056841514024
signsuisse_test,sockeye,109,deu,sgg,0.14824983466483263,0.1883008754766994,29.457274378177505,16.346698528512093,8,0.3541767723287001,3.220741366785989
signsuisse_test,sockeye,110,deu,sgg,0.13125764328869624,0.21317230449982494,24.352389807080684,17.933950106903975,8,0.3119657785801263,2.7411993863068718
signsuisse_test,sockeye,111,ita,lse,0.2011224741079172,0.2914742877100971,16.9492226087229,8.377026731574338,4,0.3985493481983393,2.7476501333556627
signsuisse_test,sockeye,112,ita,lse,0.22907062380565993,0.32067799193740304,15.562437543267418,4.7463916360577585,2,12.742599565140276,12.742599565140276
signsuisse_test,sockeye,113,deu,sgg,0.23386699876735562,0.29237196627839446,26.277648828682675,9.830974171271926,1,0.3147084482341462,2.763585253951478
signsuisse_test,sockeye,114,deu,sgg,0.3858772938279195,0.38879103382715463,30.47095370706,14.142828789191737,4,0.4805588549890272,2.794039747645779
signsuisse_test,sockeye,115,deu,sgg,0.28081894091498144,0.3248350955843087,17.572435043536398,7.8153151334624065,2,0.2410357162355826,1.4126873500447763
signsuisse_test,sockeye,116,deu,sgg,0.24471523835960046,0.2895890776307207,12.796958497443299,4.7233515097772,0,0.3836014753277738,2.780640318629159
signsuisse_test,sockeye,117,deu,sgg,0.20300396376690108,0.26934373604487016,35.64008388224994,24.414922835148115,9,0.2958718878214412,2.115728272147805
signsuisse_test,sockeye,118,deu,sgg,0.13757442052206642,0.20694214067620892,16.732754327824747,8.815169955935765,8,11.60118525258342,11.60118525258342
signsuisse_test,sockeye,119,ita,lse,0.27204318433198843,0.3451607150715378,39.8559929897843,16.586502572719464,2,0.2628195801377159,3.410835480203792
signsuisse_test,sockeye,120,fra,fsl,0.12115066211886033,0.16617573516871104,26.47124944200011,17.854417360216512,5,0.4088025965366151,4.330498077602353
signsuisse_test,sockeye,121,fra,fsl,0.1801574091437715,0.2536909333329947,32.91938863580653,19.515456032023128,2,0.4267976828558827,10.020924224694513
signsuisse_test,sockeye,122,ita,lse,0.3140340318547297,0.34897317698871894,24.15775579883425,12.492513533707577,2,0.337808374778945,2.645543981703008
signsuisse_test,sockeye,123,fra,fsl,0.18693309884971682,0.26540623002467184,61.2461454688573,45.755256109377555,16,0.3357752848348225,1.9133640207060143
signsuisse_test,sockeye,124,deu,sgg,0.335708964351906,0.36999388723569415,35.38271914713491,17.456473619817615,8,0.3540894073895392,3.3096884058121447
signsuisse_test,sockeye,125,deu,sgg,0.0685028930364482,0.14593470134451123,16.8314899383124,11.409152339495265,2,0.3206523033100175,2.933201570912581
signsuisse_test,sockeye,126,ita,lse,0.23834035295235229,0.34289894324099823,24.870149072996995,16.045582321103474,3,0.3777758311938938,2.00530979143888
signsuisse_test,sockeye,127,ita,lse,0.13200197835426958,0.19123315993910078,24.548133926050934,11.844233598386696,6,0.4222538341171737,7.746346863953091
signsuisse_test,sockeye,128,fra,fsl,0.061889557692521545,0.1379094244443485,19.797890726984082,11.351209827084125,1,0.4066335513376195,5.525322613129284
signsuisse_test,sockeye,129,ita,lse,0.29095265278555965,0.41449278924453703,29.653800696188842,14.49277459577873,1,0.3117086903651561,2.573733819766929
signsuisse_test,sockeye,130,deu,sgg,0.3046913710940808,0.31023234427027824,39.43203296824319,26.112856993013697,11,0.395609338116734,3.3510847346270527
signsuisse_test,sockeye,131,ita,lse,0.3918520759896153,0.4359437511776224,27.23406800263322,8.702439089904216,4,0.3715985392784623,3.1194970920563536
signsuisse_test,sockeye,132,fra,fsl,0.2820604229395201,0.3906931303640035,33.555641670847024,27.726956573360102,7,0.4681326905992126,37.42422157404687
signsuisse_test,sockeye,133,ita,lse,0.04111328392718073,0.09558196630187873,12.510796266885546,11.252733347619897,0,0.2788122798375764,1.3180599603288614
signsuisse_test,sockeye,134,deu,sgg,0.20520618119286585,0.2864318802948422,32.19462446466842,18.45828760005068,9,0.3811858051694267,2.4784330007897646
signsuisse_test,sockeye,135,ita,lse,0.3284220783209599,0.3644477036035922,31.652253907175904,17.48560596630941,5,0.3824894025404657,4.5465928490087375
signsuisse_test,sockeye,136,deu,sgg,0.16738706679395265,0.19408709606440122,14.508817445247482,7.412994558697082,2,0.4358758792881446,3.064930917032834
signsuisse_test,sockeye,137,fra,fsl,0.20025047715253105,0.29817022684518624,68.40364908177405,51.70457505057474,1,0.3998784732846027,3.8900345103938903
signsuisse_test,sockeye,138,ita,lse,0.17250175271631246,0.25426462076745904,27.437056848482978,20.24087364278757,3,0.3301889617035771,3.188821661069535
signsuisse_test,sockeye,139,deu,sgg,0.2850469364347642,0.3091079455691697,33.90800248176855,16.64894787450177,7,0.3250368992088683,2.2273551327632544
signsuisse_test,sockeye,140,fra,fsl,0.10855593186671277,0.2236079754193565,20.7771455680907,16.32158739702371,2,0.368543020675491,7.437745918723477
signsuisse_test,sockeye,141,deu,sgg,0.20804250294636234,0.24286284361933086,23.164335349044755,10.327625541321392,3,0.3028443156967372,2.116140565677559
signsuisse_test,sockeye,142,fra,fsl,0.261346381521815,0.30403668686524976,69.2859306273698,45.96601382860449,2,0.5523420764829968,8.301266275839684
signsuisse_test,sockeye,143,fra,fsl,0.2350258640491389,0.34371981978154,27.91664870671113,15.951536028962453,3,0.3922963530701588,4.519804737988861
signsuisse_test,sockeye,144,deu,sgg,0.14258672376139178,0.1812034624413978,21.715466077865415,16.391544507908307,3,0.3150632600850649,1.5851794079203427
signsuisse_test,sockeye,145,deu,sgg,0.19210070156750875,0.2671751921532403,23.403244705602226,13.1056573843533,1,0.5100457455058179,4.397108022863082
signsuisse_test,sockeye,146,deu,sgg,0.12250593405278819,0.2108088541676282,20.30488637032182,13.75326606695483,6,0.3982237339804614,3.225564066757979
signsuisse_test,sockeye,147,deu,sgg,0.21963980860398688,0.2743959114175786,33.45443325216752,19.933271229764202,2,0.3302028628713473,2.6568463743247803
signsuisse_test,sockeye,148,deu,sgg,0.38852922908638804,0.4377573282405525,20.192493235835954,18.910666226760338,1,0.2800140010220013,1.604034608901609
signsuisse_test,sockeye,149,deu,sgg,0.1405506545089701,0.23486261903195702,19.49214697924937,14.033136635439888,6,0.4019380433760542,6.6083707610411215
signsuisse_test,sockeye,150,deu,sgg,0.24662689216693368,0.2569192942739563,37.70775740591288,17.795046320692357,7,0.3689332799452751,3.17213561313854
signsuisse_test,sockeye,151,fra,fsl,0.18052183825104842,0.2620653409381044,39.35735977448598,21.866163465641076,3,0.3634468883541153,2.600730205185374
signsuisse_test,sockeye,152,deu,sgg,0.22795813453690902,0.29983117099138973,22.102550048143176,11.066237958662933,1,0.2793420907445265,2.9268930185627284
signsuisse_test,sockeye,153,ita,lse,0.3114741020811775,0.4052529072880301,22.189974344225114,9.42132842014347,1,0.2830570896847644,2.462169226128788
signsuisse_test,sockeye,154,ita,lse,0.25708847357865594,0.3438299469533781,28.38513718442987,13.721710648196934,2,0.2060449283259587,1.944419498712848
signsuisse_test,sockeye,155,fra,fsl,0.15793137918830524,0.2210043036989894,41.08150634024407,25.876307929923172,4,0.3838814609140164,4.507461565140091
signsuisse_test,sockeye,156,fra,fsl,0.12115075962200582,0.2219490708671768,29.286478034780497,15.229633140231842,7,0.4295154493770592,21.48759957841806
signsuisse_test,sockeye,157,fra,fsl,0.24960405328682503,0.2885961304913721,39.21461863778905,24.921047393783365,5,0.4151715107829798,3.836781271535728
signsuisse_test,sockeye,158,ita,lse,0.42355756942436895,0.46136209542342993,48.37126585021601,19.037706357662174,6,0.3335161966596138,3.06438754040784
signsuisse_test,sockeye,159,ita,lse,0.3583862063738744,0.3729045783822023,31.53257410971171,14.172381788746964,2,0.5262102092714785,6.933974949369052
signsuisse_test,sockeye,160,ita,lse,0.3033529953200442,0.34865770242107996,22.331118951939995,11.389767205303105,6,0.3182706628980253,2.8399779521470987
signsuisse_test,sockeye,161,deu,sgg,0.17012619734183945,0.22276671719214655,22.34208149451352,12.881078891253198,4,0.3663585851828799,4.24147801072932
signsuisse_test,sockeye,162,ita,lse,0.2065674899703657,0.24979931793201463,35.31196222796974,21.938549109338695,5,0.3139081343450052,3.9275922441622657
signsuisse_test,sockeye,163,ita,lse,0.22276641789370163,0.2748415663120825,22.54274213258648,10.202479157128858,4,0.3301687308726656,1.8106630717977372
signsuisse_test,sockeye,164,deu,sgg,0.19875999924115298,0.29384864841811414,25.579102587352985,11.950641300752034,8,0.3635649925471416,1.4207114568571049
signsuisse_test,sockeye,165,deu,sgg,0.08770398689746818,0.1885886473472928,26.147626696024915,15.821462496430858,2,0.380510483614533,2.2712650147991886
signsuisse_test,sockeye,166,ita,lse,0.3274738816435655,0.3827633210837102,29.273420443415066,15.201841737659471,1,0.3297985513814625,3.662727777891464
signsuisse_test,sockeye,167,fra,fsl,0.19057106821110456,0.32035625912687316,29.990144056818593,25.391476432576194,11,54.33450672892369,54.33450672892369
signsuisse_test,sockeye,168,deu,sgg,0.17138318653126672,0.22808772470165295,26.0900841970398,12.103143920674555,5,0.3403933687263205,2.1645492058037843
signsuisse_test,sockeye,169,deu,sgg,0.46912373945604874,0.49195990716332666,25.030460156482636,7.495560277271207,1,0.2507815995462981,1.5490600566048494
signsuisse_test,sockeye,170,deu,sgg,0.09023556935918153,0.16825484220000464,18.63632467961811,12.259323627040196,5,0.4268337332056648,9.648848438388823
signsuisse_test,sockeye,171,ita,lse,0.2274982429222848,0.2733615313839956,21.576872072414716,12.175006355135647,3,0.3489959765927913,2.933103770762352
signsuisse_test,sockeye,172,fra,fsl,0.10979815699109205,0.18445503080473596,46.75158252914309,18.298475633400606,3,0.4258944749704939,3.791607854225157
signsuisse_test,sockeye,173,deu,sgg,0.2763733224172857,0.2551378437871289,34.76842628581184,18.984591976979885,6,0.4171131548739118,2.7045380861188284
signsuisse_test,sockeye,174,deu,sgg,0.25350462179418265,0.2605941055259996,22.182694869034567,9.572387462651616,1,0.4918385781329289,4.92141354465957
signsuisse_test,sockeye,175,fra,fsl,0.2523911275986796,0.30589877875888777,86.01194815497098,43.283992490899536,5,0.3523462687043504,4.456031498437744
signsuisse_test,sockeye,176,deu,sgg,0.09761156841675145,0.16895182557476324,25.273374661314254,12.930853528241453,0,0.3081715513979943,3.22244202588746
signsuisse_test,sockeye,177,deu,sgg,0.23649805528498608,0.2106010950460923,23.084495172544404,10.637849302538857,4,0.4235953127013878,3.3068124624044657
signsuisse_test,sockeye,178,fra,fsl,0.08950919146212764,0.16752961026138613,27.07634822790977,16.38460560217795,2,0.3424564756300766,3.733680914660896
signsuisse_test,sockeye,179,deu,sgg,0.10049367625726838,0.1698822867186326,15.705217977526369,14.232119970829403,1,0.3386795726327705,2.694062622132059
signsuisse_test,sockeye,180,fra,fsl,0.16864906390901718,0.21436801279068637,19.949688291196168,9.982767842417982,1,0.2994479798320081,1.7417670939076182
signsuisse_test,sockeye,181,fra,fsl,0.14426631275737217,0.22740619514015495,22.92393192489119,13.350641844673826,9,0.3915402380356568,9.281399841017569
signsuisse_test,sockeye,182,deu,sgg,0.34662900301282984,0.4307039809000478,30.272806305278742,29.055467261782038,5,0.361040273513636,2.939437127942339
signsuisse_test,sockeye,183,deu,sgg,0.10985724297839902,0.18122317360745566,20.836060805623,11.541678444411287,10,0.3013930054033064,1.0955464887904145
signsuisse_test,sockeye,184,deu,sgg,0.1434314740406844,0.20645349622525627,19.67209406254599,7.766895426053335,4,0.4021345064797919,3.174117656927587
