data,system,example_id,source,target,MeanL2Score
signsuisse_test,sockeye,130,deu,sgg,0.28171873470844466
signsuisse_test,sockeye,131,ita,lse,0.39681458546600007
signsuisse_test,sockeye,132,fra,fsl,0.39069308789876295
signsuisse_test,sockeye,133,ita,lse,0.0955938994884491
signsuisse_test,sockeye,134,deu,sgg,0.28643201698050136
signsuisse_test,sockeye,135,ita,lse,0.30966934961794196
signsuisse_test,sockeye,136,deu,sgg,0.1237709269529112
signsuisse_test,sockeye,137,fra,fsl,0.2981701423943659
signsuisse_test,sockeye,138,ita,lse,0.20118396465063923
signsuisse_test,sockeye,139,deu,sgg,0.30910784587358714
signsuisse_test,sockeye,140,fra,fsl,0.2236225375968574
signsuisse_test,sockeye,141,deu,sgg,0.24286282743410886
signsuisse_test,sockeye,142,fra,fsl,0.2720659474385735
signsuisse_test,sockeye,143,fra,fsl,0.30097143954857236
signsuisse_test,sockeye,144,deu,sgg,0.18129689991474152
signsuisse_test,sockeye,145,deu,sgg,0.26722592618227314
signsuisse_test,sockeye,146,deu,sgg,0.2108086516695057
signsuisse_test,sockeye,147,deu,sgg,0.2241118739646616
signsuisse_test,sockeye,148,deu,sgg,0.4371982878826264
signsuisse_test,sockeye,149,deu,sgg,0.23486266995590635
signsuisse_test,sockeye,150,deu,sgg,0.2229168394796199
signsuisse_test,sockeye,151,fra,fsl,0.26208210611007293
signsuisse_test,sockeye,152,deu,sgg,0.2568080182014729
signsuisse_test,sockeye,153,ita,lse,0.36706190363283553
signsuisse_test,sockeye,154,ita,lse,0.27958745899707976
signsuisse_test,sockeye,155,fra,fsl,0.2210042822897733
signsuisse_test,sockeye,156,fra,fsl,0.2219642633845053
signsuisse_test,sockeye,157,fra,fsl,0.2886036711211413
signsuisse_test,sockeye,158,ita,lse,0.42809292607359134
signsuisse_test,sockeye,159,ita,lse,0.287717084867218
signsuisse_test,sockeye,160,ita,lse,0.3125523589096608
signsuisse_test,sockeye,161,deu,sgg,0.16592319549690998
signsuisse_test,sockeye,162,ita,lse,0.18913642153216537
signsuisse_test,sockeye,163,ita,lse,0.19992321911454608
signsuisse_test,sockeye,164,deu,sgg,0.22610814314210725
signsuisse_test,sockeye,165,deu,sgg,0.18869171914747973
signsuisse_test,sockeye,166,ita,lse,0.32148758170873676
signsuisse_test,sockeye,167,fra,fsl,0.32035620507856827
signsuisse_test,sockeye,168,deu,sgg,0.15857346639621003
signsuisse_test,sockeye,169,deu,sgg,0.45271985733987147
signsuisse_test,sockeye,170,deu,sgg,0.16825493020284832
signsuisse_test,sockeye,171,ita,lse,0.2733616572338259
signsuisse_test,sockeye,172,fra,fsl,0.18445478050270678
signsuisse_test,sockeye,173,deu,sgg,0.2551377634061887
signsuisse_test,sockeye,174,deu,sgg,0.26059412900995116
signsuisse_test,sockeye,175,fra,fsl,0.3059065420443056
signsuisse_test,sockeye,176,deu,sgg,0.1690033234288515
signsuisse_test,sockeye,177,deu,sgg,0.21060125042423122
signsuisse_test,sockeye,178,fra,fsl,0.16752952668157134
signsuisse_test,sockeye,179,deu,sgg,0.16593827311049253
signsuisse_test,sockeye,180,fra,fsl,0.15968707348189523
signsuisse_test,sockeye,181,fra,fsl,0.2274606989394297
signsuisse_test,sockeye,182,deu,sgg,0.43061204847967466
signsuisse_test,sockeye,183,deu,sgg,0.11909650678507305
signsuisse_test,sockeye,184,deu,sgg,0.1392799152406319
signsuisse_test,sockeye,185,ita,lse,0.16538903560262774
signsuisse_test,sockeye,186,deu,sgg,0.2819656674087046
signsuisse_test,sockeye,187,deu,sgg,0.3121305115154784
signsuisse_test,sockeye,188,deu,sgg,0.22363192231390408
signsuisse_test,sockeye,189,ita,lse,0.10226905578586089
signsuisse_test,sockeye,190,ita,lse,0.3108544358731204
signsuisse_test,sockeye,191,fra,fsl,0.2657717087997977
signsuisse_test,sockeye,192,ita,lse,0.13038093168441553
signsuisse_test,sockeye,193,ita,lse,0.18309542769241727
signsuisse_test,sockeye,194,deu,sgg,0.26045546507912515
signsuisse_test,sockeye,195,ita,lse,0.22415744357308623
signsuisse_test,sockeye,196,deu,sgg,0.1540073417726366
signsuisse_test,sockeye,197,deu,sgg,0.21168007213381676
signsuisse_test,sockeye,198,deu,sgg,0.23584571888327355
signsuisse_test,sockeye,199,deu,sgg,0.3635895470241913
signsuisse_test,sockeye,200,deu,sgg,0.17650078748712766
signsuisse_test,sockeye,201,fra,fsl,0.2992445046010261
signsuisse_test,sockeye,202,deu,sgg,0.366675534264208
signsuisse_test,sockeye,203,fra,fsl,0.20233511564529047
signsuisse_test,sockeye,204,fra,fsl,0.36869462717456775
signsuisse_test,sockeye,205,deu,sgg,0.26220702167188903
signsuisse_test,sockeye,206,fra,fsl,0.23240627014329876
signsuisse_test,sockeye,207,fra,fsl,0.4668380616901026
signsuisse_test,sockeye,208,fra,fsl,0.30631360640299743
signsuisse_test,sockeye,209,ita,lse,0.4170723903533024
signsuisse_test,sockeye,210,deu,sgg,0.27450142371189423
signsuisse_test,sockeye,211,ita,lse,0.18108941596918554
signsuisse_test,sockeye,212,deu,sgg,0.2934794231780901
signsuisse_test,sockeye,213,ita,lse,0.1435731302612446
signsuisse_test,sockeye,214,ita,lse,0.17847041225134677
signsuisse_test,sockeye,215,fra,fsl,0.2626088472574988
signsuisse_test,sockeye,216,deu,sgg,0.1810676569101255
signsuisse_test,sockeye,217,fra,fsl,0.33206057244840875
signsuisse_test,sockeye,218,fra,fsl,0.2704469605984522
signsuisse_test,sockeye,219,ita,lse,0.30074949773842413
signsuisse_test,sockeye,220,deu,sgg,0.3443661347008983
signsuisse_test,sockeye,221,deu,sgg,0.3656481905070805
signsuisse_test,sockeye,222,ita,lse,0.17697687198239923
signsuisse_test,sockeye,223,deu,sgg,0.24679006116667057
signsuisse_test,sockeye,224,deu,sgg,0.3565126306520765
signsuisse_test,sockeye,225,fra,fsl,0.35516175983912973
signsuisse_test,sockeye,226,fra,fsl,0.4840142150214232
signsuisse_test,sockeye,227,fra,fsl,0.2601357602936629
signsuisse_test,sockeye,228,deu,sgg,0.14399251918490028
signsuisse_test,sockeye,229,ita,lse,0.3054385935968398
signsuisse_test,sockeye,230,fra,fsl,0.37738799241610416
signsuisse_test,sockeye,231,deu,sgg,0.3287103861054728
signsuisse_test,sockeye,232,ita,lse,0.398415264620903
signsuisse_test,sockeye,233,deu,sgg,0.13727284443510882
signsuisse_test,sockeye,234,ita,lse,0.2313042716766645
signsuisse_test,sockeye,235,deu,sgg,0.16565980144381368
signsuisse_test,sockeye,236,fra,fsl,0.1823322609850953
signsuisse_test,sockeye,237,ita,lse,0.28429537300797025
signsuisse_test,sockeye,238,ita,lse,0.31865317642732405
signsuisse_test,sockeye,239,deu,sgg,0.2343645389715108
signsuisse_test,sockeye,240,fra,fsl,0.26152231695561967
signsuisse_test,sockeye,241,deu,sgg,0.4070191086651482
signsuisse_test,sockeye,242,ita,lse,0.2282594888086245
signsuisse_test,sockeye,243,deu,sgg,0.21085662129065302
signsuisse_test,sockeye,244,deu,sgg,0.1261567605939439
signsuisse_test,sockeye,245,deu,sgg,0.23400406159478437
signsuisse_test,sockeye,246,ita,lse,0.14786419605031978
signsuisse_test,sockeye,247,deu,sgg,0.2528759764808892
signsuisse_test,sockeye,248,ita,lse,0.2156793660923034
signsuisse_test,sockeye,249,fra,fsl,0.2640135877971487
signsuisse_test,sockeye,250,deu,sgg,0.303028579859234
signsuisse_test,sockeye,251,deu,sgg,0.09823088129769326
signsuisse_test,sockeye,252,deu,sgg,0.25730239141083106
signsuisse_test,sockeye,253,deu,sgg,0.26764346368557873
signsuisse_test,sockeye,254,fra,fsl,0.22107312936511778
signsuisse_test,sockeye,255,fra,fsl,0.3579076003141351
signsuisse_test,sockeye,256,deu,sgg,0.20254660662488722
signsuisse_test,sockeye,257,ita,lse,0.27470537593973055
signsuisse_test,sockeye,258,deu,sgg,0.26598718829434753
signsuisse_test,sockeye,259,deu,sgg,0.24462172166046436
signsuisse_test,sockeye,260,fra,fsl,0.2696658119337107
signsuisse_test,sockeye,261,deu,sgg,0.22534788895612057
signsuisse_test,sockeye,262,fra,fsl,0.38096836739698664
signsuisse_test,sockeye,263,deu,sgg,0.14775844368998237
signsuisse_test,sockeye,264,deu,sgg,0.20743134347203462
signsuisse_test,sockeye,265,deu,sgg,0.27891436946543097
signsuisse_test,sockeye,266,deu,sgg,0.1935581962012119
signsuisse_test,sockeye,267,ita,lse,0.20225489669381863
signsuisse_test,sockeye,268,ita,lse,0.2856775573794933
signsuisse_test,sockeye,269,deu,sgg,0.186336287106883
signsuisse_test,sockeye,270,fra,fsl,0.2855294294093981
signsuisse_test,sockeye,271,fra,fsl,0.20737420679924354
signsuisse_test,sockeye,272,ita,lse,0.16395030824803056
signsuisse_test,sockeye,273,deu,sgg,0.1638791466157467
signsuisse_test,sockeye,274,fra,fsl,0.39902963932989033
signsuisse_test,sockeye,275,deu,sgg,0.12590309725477597
signsuisse_test,sockeye,276,deu,sgg,0.21358361846196655
signsuisse_test,sockeye,277,deu,sgg,0.26367251389524465
signsuisse_test,sockeye,278,deu,sgg,0.3081949975576974
signsuisse_test,sockeye,279,deu,sgg,0.24316304961278867
signsuisse_test,sockeye,280,fra,fsl,0.23082384264127428
signsuisse_test,sockeye,281,deu,sgg,0.40329543204308854
signsuisse_test,sockeye,282,ita,lse,0.30010091475799344
signsuisse_test,sockeye,283,deu,sgg,0.1650160901368141
signsuisse_test,sockeye,284,ita,lse,0.259057152878511
signsuisse_test,sockeye,285,deu,sgg,0.32469095902153694
signsuisse_test,sockeye,286,ita,lse,0.2683041597365997
signsuisse_test,sockeye,287,deu,sgg,0.3026670229948072
signsuisse_test,sockeye,288,deu,sgg,0.3133720579097016
signsuisse_test,sockeye,289,ita,lse,0.42160261678409433
signsuisse_test,sockeye,290,deu,sgg,0.16758083035713592
signsuisse_test,sockeye,291,fra,fsl,0.30185938193585693
signsuisse_test,sockeye,292,deu,sgg,0.18592262847490085
signsuisse_test,sockeye,293,fra,fsl,0.20599706501455461
signsuisse_test,sockeye,294,deu,sgg,0.3542982808945208
signsuisse_test,sockeye,295,ita,lse,0.3546141385149952
signsuisse_test,sockeye,296,deu,sgg,0.335205460533057
signsuisse_test,sockeye,297,deu,sgg,0.15506535410826466
signsuisse_test,sockeye,298,deu,sgg,0.23029074572018093
signsuisse_test,sockeye,299,deu,sgg,0.32000150823333073
signsuisse_test,sockeye,300,fra,fsl,0.2619878734869575
signsuisse_test,sockeye,301,deu,sgg,0.2221843630071784
signsuisse_test,sockeye,302,fra,fsl,0.4222421850173655
signsuisse_test,sockeye,303,fra,fsl,0.3224942397186827
signsuisse_test,sockeye,304,deu,sgg,0.23509017025580126
signsuisse_test,sockeye,305,fra,fsl,0.27322235862335637
signsuisse_test,sockeye,306,ita,lse,0.17437983359573253
signsuisse_test,sockeye,307,fra,fsl,0.15448846018257054
signsuisse_test,sockeye,308,ita,lse,0.3767382624450324
signsuisse_test,sockeye,309,ita,lse,0.29909697484292497
signsuisse_test,sockeye,310,ita,lse,0.10828708516531571
signsuisse_test,sockeye,311,ita,lse,0.4037846425337987
signsuisse_test,sockeye,312,fra,fsl,0.4769598427629139
signsuisse_test,sockeye,313,ita,lse,0.30479379617210856
signsuisse_test,sockeye,314,deu,sgg,0.24018175568666875
signsuisse_test,sockeye,315,deu,sgg,0.22238589197064773
signsuisse_test,sockeye,316,deu,sgg,0.22586553858076167
signsuisse_test,sockeye,317,deu,sgg,0.235102685966989
signsuisse_test,sockeye,318,fra,fsl,0.30124406042292373
signsuisse_test,sockeye,319,fra,fsl,0.3217076258930244
signsuisse_test,sockeye,320,fra,fsl,0.26162724218590777
signsuisse_test,sockeye,321,ita,lse,0.17013418022777352
signsuisse_test,sockeye,322,deu,sgg,0.38297400331962106
signsuisse_test,sockeye,323,fra,fsl,0.36818538743258805
signsuisse_test,sockeye,324,deu,sgg,0.16062531738764702
signsuisse_test,sockeye,325,deu,sgg,0.1580019058193922
signsuisse_test,sockeye,326,ita,lse,0.3782604262267329
signsuisse_test,sockeye,327,deu,sgg,0.36233165040430115
signsuisse_test,sockeye,328,fra,fsl,0.4635615226632861
signsuisse_test,sockeye,329,deu,sgg,0.2779125442484404
signsuisse_test,sockeye,330,deu,sgg,0.39744483925854046
signsuisse_test,sockeye,331,deu,sgg,0.16162152635858587
signsuisse_test,sockeye,332,ita,lse,0.29379340258017966
signsuisse_test,sockeye,333,ita,lse,0.2862492573010573
signsuisse_test,sockeye,334,deu,sgg,0.3316808628767565
signsuisse_test,sockeye,335,deu,sgg,0.09130031128621104
signsuisse_test,sockeye,336,fra,fsl,0.23176624761585268
signsuisse_test,sockeye,337,fra,fsl,0.31902575345842027
signsuisse_test,sockeye,338,deu,sgg,0.30992543918623705
signsuisse_test,sockeye,339,fra,fsl,0.21381609749455477
signsuisse_test,sockeye,340,deu,sgg,0.19862906991003157
signsuisse_test,sockeye,341,ita,lse,0.1422338044565289
signsuisse_test,sockeye,342,deu,sgg,0.3429967858009128
signsuisse_test,sockeye,343,deu,sgg,0.21754337361841472
signsuisse_test,sockeye,344,fra,fsl,0.3294856880434982
signsuisse_test,sockeye,345,deu,sgg,0.24266758375779587
signsuisse_test,sockeye,346,deu,sgg,0.4008445593355928
signsuisse_test,sockeye,347,deu,sgg,0.4199496794144191
signsuisse_test,sockeye,348,fra,fsl,0.15115865508991425
signsuisse_test,sockeye,349,fra,fsl,0.34364746602148327
signsuisse_test,sockeye,350,ita,lse,0.19267390763352601
signsuisse_test,sockeye,351,ita,lse,0.1983217136081842
signsuisse_test,sockeye,352,deu,sgg,0.21562165559737748
signsuisse_test,sockeye,353,ita,lse,0.14545239024251488
signsuisse_test,sockeye,354,deu,sgg,0.10692717598528768
signsuisse_test,sockeye,355,ita,lse,0.2493573543049394
signsuisse_test,sockeye,356,ita,lse,0.22360578064652764
signsuisse_test,sockeye,357,deu,sgg,0.18264086327713713
signsuisse_test,sockeye,358,ita,lse,0.18659989863054138
signsuisse_test,sockeye,359,deu,sgg,0.2654003295095514
signsuisse_test,sockeye,360,ita,lse,0.19965394588836988
signsuisse_test,sockeye,361,ita,lse,0.2789862975338454
signsuisse_test,sockeye,362,ita,lse,0.18786937706541218
signsuisse_test,sockeye,363,fra,fsl,0.22450274921865623
signsuisse_test,sockeye,364,fra,fsl,0.18051804843281163
signsuisse_test,sockeye,365,ita,lse,0.22144560440683767
signsuisse_test,sockeye,366,deu,sgg,0.2308003717095742
signsuisse_test,sockeye,367,deu,sgg,0.3106566313165808
signsuisse_test,sockeye,368,deu,sgg,0.26903603128077014
signsuisse_test,sockeye,369,ita,lse,0.14396538822980906
signsuisse_test,sockeye,370,fra,fsl,0.23585532558410438
signsuisse_test,sockeye,371,deu,sgg,0.39762949743828396
signsuisse_test,sockeye,372,deu,sgg,0.3112280654819693
signsuisse_test,sockeye,373,deu,sgg,0.11169452220201492
signsuisse_test,sockeye,374,deu,sgg,0.3614451035016935
signsuisse_test,sockeye,375,deu,sgg,0.3024053258960638
signsuisse_test,sockeye,376,fra,fsl,0.260479603096878
signsuisse_test,sockeye,377,ita,lse,0.28528592576464984
signsuisse_test,sockeye,378,deu,sgg,0.12674683484592938
signsuisse_test,sockeye,379,fra,fsl,0.29199698510505534
signsuisse_test,sockeye,380,ita,lse,0.24753231281917262
signsuisse_test,sockeye,381,ita,lse,0.314376143581595
signsuisse_test,sockeye,382,deu,sgg,0.2914469230013152
signsuisse_test,sockeye,383,fra,fsl,0.29787993934534585
signsuisse_test,sockeye,384,ita,lse,0.24362697404298178
signsuisse_test,sockeye,385,deu,sgg,0.29864204029908126
signsuisse_test,sockeye,386,ita,lse,0.47943713280589817
signsuisse_test,sockeye,387,ita,lse,0.14815437882673282
signsuisse_test,sockeye,388,deu,sgg,0.28625272704921384
signsuisse_test,sockeye,389,ita,lse,0.132567897439003
signsuisse_test,sockeye,390,deu,sgg,0.26860916383008654
signsuisse_test,sockeye,391,fra,fsl,0.17301400923498514
signsuisse_test,sockeye,392,deu,sgg,0.2663902080213068
signsuisse_test,sockeye,393,ita,lse,0.22468356780155424
signsuisse_test,sockeye,394,deu,sgg,0.2880804823751636
signsuisse_test,sockeye,395,fra,fsl,0.35498837229492475
signsuisse_test,sockeye,396,deu,sgg,0.4305276439602638
signsuisse_test,sockeye,397,deu,sgg,0.28939774767944465
signsuisse_test,sockeye,398,ita,lse,0.2766933607077048
signsuisse_test,sockeye,399,deu,sgg,0.18832461727244143
signsuisse_test,sockeye,400,deu,sgg,0.17893680118377528
signsuisse_test,sockeye,401,deu,sgg,0.23524276755437054
signsuisse_test,sockeye,402,fra,fsl,0.3655991010323537
signsuisse_test,sockeye,403,fra,fsl,0.24965141998657858
signsuisse_test,sockeye,404,deu,sgg,0.2550552410856592
signsuisse_test,sockeye,405,deu,sgg,0.3964414204035704
signsuisse_test,sockeye,406,deu,sgg,0.3365598512130476
signsuisse_test,sockeye,407,fra,fsl,0.33013016890495644
signsuisse_test,sockeye,408,ita,lse,0.405919563423937
signsuisse_test,sockeye,409,deu,sgg,0.17679616846380658
signsuisse_test,sockeye,410,deu,sgg,0.2710511696060604
signsuisse_test,sockeye,411,deu,sgg,0.344999914145437
signsuisse_test,sockeye,412,deu,sgg,0.22950121821008646
signsuisse_test,sockeye,413,deu,sgg,0.1782628343740378
signsuisse_test,sockeye,414,deu,sgg,0.19488431190107147
signsuisse_test,sockeye,415,deu,sgg,0.3569203711301941
signsuisse_test,sockeye,416,fra,fsl,0.23735405384409286
signsuisse_test,sockeye,417,fra,fsl,0.2966484838946516
signsuisse_test,sockeye,418,deu,sgg,0.23330160347192375
signsuisse_test,sockeye,419,deu,sgg,0.141677099842389
signsuisse_test,sockeye,420,deu,sgg,0.274898913286498
signsuisse_test,sockeye,421,fra,fsl,0.31174967455654423
signsuisse_test,sockeye,422,fra,fsl,0.17621621818871785
signsuisse_test,sockeye,423,deu,sgg,0.1802122039263728
signsuisse_test,sockeye,424,fra,fsl,0.19105869619556543
signsuisse_test,sockeye,425,fra,fsl,0.2617041530568489
signsuisse_test,sockeye,426,deu,sgg,0.32309043411510435
signsuisse_test,sockeye,427,ita,lse,0.25672495100726545
signsuisse_test,sockeye,428,deu,sgg,0.17053310230317606
signsuisse_test,sockeye,429,deu,sgg,0.2872245552540843
signsuisse_test,sockeye,430,deu,sgg,0.24444244968904036
signsuisse_test,sockeye,431,deu,sgg,0.24528379912201792
signsuisse_test,sockeye,432,deu,sgg,0.18830846812827914
signsuisse_test,sockeye,433,deu,sgg,0.2722257151660414
signsuisse_test,sockeye,434,deu,sgg,0.11836759450608791
signsuisse_test,sockeye,435,deu,sgg,0.3598618836617911
signsuisse_test,sockeye,436,fra,fsl,0.30929680223688955
signsuisse_test,sockeye,437,deu,sgg,0.10411472618579865
signsuisse_test,sockeye,438,deu,sgg,0.155393790497648
signsuisse_test,sockeye,439,deu,sgg,0.18546655813733393
signsuisse_test,sockeye,440,deu,sgg,0.1763244694992647
signsuisse_test,sockeye,441,ita,lse,0.12711183719345856
signsuisse_test,sockeye,442,ita,lse,0.2897602185522268
signsuisse_test,sockeye,443,fra,fsl,0.19668089102296962
signsuisse_test,sockeye,444,deu,sgg,0.15987806098900031
signsuisse_test,sockeye,445,deu,sgg,0.119984932243824
signsuisse_test,sockeye,446,deu,sgg,0.17031372392792615
signsuisse_test,sockeye,447,fra,fsl,0.2364623538908228
signsuisse_test,sockeye,448,deu,sgg,0.1207357719540596
signsuisse_test,sockeye,449,deu,sgg,0.29262340727439795
signsuisse_test,sockeye,450,ita,lse,0.23990870888098842
signsuisse_test,sockeye,451,deu,sgg,0.22174645172984822
signsuisse_test,sockeye,452,deu,sgg,0.21234180711030443
signsuisse_test,sockeye,453,deu,sgg,0.4135717597013661
