system,example_id,SKL_mvt_hshp_h2p,SKL_mvt_hshp_wo_norm_h2p,SKL_mvt_h2p,SKL_mvt_wo_norm_h2p
sign_mt_v2,165,39.58766774802838,6017.3254977003135,13.742465599284602,2088.8547710912594
sign_mt_v2,166,25.95546145511275,10511.961889320664,9.862616319542417,3945.046527816967
sign_mt_v2,167,52.43458802015018,14576.81546960175,10.415967887392814,2916.4710084699877
sign_mt_v2,168,42.23700345742616,10643.724871271394,16.67690999715382,4202.581319282763
sign_mt_v2,169,25.128882170978372,6709.411539651225,16.35918808152083,4367.903217766062
sign_mt_v2,170,44.566051744700964,7264.266434386257,16.36744816858406,2766.098740490706
sign_mt_v2,171,32.26460396964862,11195.817577468071,9.364439556428433,3249.4605260806666
sign_mt_v2,172,27.035744583959875,16681.054408303244,10.92741601122975,6851.4898390410535
sign_mt_v2,173,35.05595645140563,11358.129890255423,11.053704307824198,3559.2927871193915
sign_mt_v2,174,46.502292379624926,8184.403458813987,14.06950029873069,2476.2320525766013
sign_mt_v2,175,42.226399139525775,31331.988161528127,12.047337121288075,8939.124143995752
sign_mt_v2,176,48.042570920370395,9464.386471312968,17.598192567669358,3466.8439358308638
sign_mt_v2,177,32.374636340670044,8514.529357596222,12.774894590241173,3359.7972772334283
sign_mt_v2,178,35.381133570096885,10119.00420104771,15.502170810731284,4371.612168626222
sign_mt_v2,179,48.72945581027488,6822.123813438483,11.887988499589008,1664.3183899424612
sign_mt_v2,180,27.499996726778804,9322.498890378014,7.933416643400306,2982.964657918515
sign_mt_v2,181,37.17735784842245,10595.546986800398,15.410772507495999,4392.07016463636
sign_mt_v2,182,57.29789241342924,17189.367724028772,13.881470366099595,4164.441109829879
sign_mt_v2,183,35.15438908798341,7417.5760975645,14.39162252914251,2892.7161283576443
sign_mt_v2,184,26.387080166007657,6438.447560505868,16.38172940977163,3997.141975984278
sign_mt_v2,185,31.534482290064208,9397.275722439133,12.08012567278243,3575.717199143599
sign_mt_v2,186,33.62999904177784,6490.589815063124,14.507090496732342,2799.868465869342
sign_mt_v2,187,38.71943175154532,6969.4977152781585,14.2187922423662,2559.382603625916
sign_mt_v2,188,36.33436970668603,13443.716791473833,12.059723473013198,4462.097685014884
sign_mt_v2,189,22.339643873613753,4713.664857332502,16.60618713772232,3503.905486059409
sign_mt_v2,190,29.6322740114968,7645.126694966175,10.375130671595842,2676.7837132717273
sign_mt_v2,191,53.64306390963914,17165.780451084524,13.698752720048429,4383.600870415497
sign_mt_v2,192,34.04586892613424,13345.980619044623,12.485191684674096,4894.195140392246
sign_mt_v2,193,34.51972875364853,9838.12269478983,14.196138832273384,4045.8995671979146
sign_mt_v2,194,48.736598132392295,20274.424823075195,14.197553879340923,5906.182413805824
sign_mt_v2,195,28.574684501938805,6629.326804449803,13.523864618144534,3137.536591409532
sign_mt_v2,196,27.669626424312227,4703.8364921330785,16.359872323505197,2781.178294995884
sign_mt_v2,197,30.157477562488793,7720.314255997131,13.589484077284917,3478.9079237849387
sign_mt_v2,198,32.64352020624247,8813.750455685467,11.134348878296594,3006.2741971400806
sign_mt_v2,199,22.829027796319433,5570.282782301942,15.455672357735,3771.18405528734
sign_mt_v2,200,39.785039523547326,6962.381916620782,12.34900693689305,2111.6801862087113
sign_mt_v2,201,43.609589674722066,13780.630337212173,12.184755636634433,3850.382781176481
sign_mt_v2,202,24.89920675119185,8017.544573883776,11.917341822475457,3777.79735772472
sign_mt_v2,203,42.82800473992846,9679.129071223831,15.839265056819112,3579.6739028411193
sign_mt_v2,204,49.354993975222804,12585.523463681815,13.426042659281517,3423.640878116787
sign_mt_v2,205,43.290902822748265,12511.07091577425,14.049304328384647,4032.150342246394
sign_mt_v2,206,37.08871677861585,12647.252421508003,13.946362769147134,4755.709704279173
sign_mt_v2,207,27.82536856972111,29522.716052474098,6.545796841255476,7357.475649571155
sign_mt_v2,208,28.42654769516526,21405.19041445944,8.588402130206703,6518.597216826887
sign_mt_v2,209,24.436266053789303,12633.54954980907,6.665257645773066,3479.26449109354
sign_mt_v2,210,40.23940442428304,9134.34480431225,15.248965676644149,3431.0172772449337
sign_mt_v2,211,23.63591214873093,9643.45215668222,10.955072096932032,4469.669415548269
sign_mt_v2,212,44.768618039387,7700.2023027745645,13.904456611083486,2391.5665371063596
sign_mt_v2,213,19.825882493183595,3628.136496252598,15.918102751133606,2913.01280345745
sign_mt_v2,214,32.07964441767702,7731.194304660162,13.417849712228058,3233.701780646962
sign_mt_v2,215,51.7394424889952,7502.219160904304,16.416860790572077,2298.360510680091
sign_mt_v2,216,38.3190549203112,8621.787357070021,15.230732639557298,3426.914843900392
sign_mt_v2,217,23.778669926330696,9701.697329942925,10.286750421143429,4196.994171826519
sign_mt_v2,218,35.590873536148315,39505.86962512463,14.953383782391521,16598.255998454588
sign_mt_v2,219,27.0891521414362,8343.45885956235,11.651818873657124,3588.7602130863943
sign_mt_v2,220,40.075773688769445,6291.896469136803,14.362277238382717,2254.8775264260867
sign_mt_v2,221,30.342256004518827,5795.370896863096,13.03857736879662,2490.3682774401545
sign_mt_v2,222,23.538302614394834,9321.167835300354,15.131514808174243,5765.107141914386
sign_mt_v2,223,49.27305271296189,12909.539810796015,12.456272422975312,3263.543374819532
sign_mt_v2,224,25.005264782844193,11102.337563582822,9.516259847008733,4215.703112224869
sign_mt_v2,225,35.18987695849061,10803.292226256617,13.14942226065712,3984.2749449791077
sign_mt_v2,226,26.307145156226415,14021.708368268679,8.960816982780257,4776.115451821876
sign_mt_v2,227,39.12936717954435,17177.79219181997,13.250640994937443,5843.532678767412
sign_mt_v2,228,32.34001946434417,6532.683931797522,14.390722045194002,2849.3629649484124
sign_mt_v2,229,24.787261007497694,6568.624166986889,9.951492056610988,2637.1453950019118
sign_mt_v2,230,52.49185409978098,15590.080667634951,16.03884479971247,4811.653439913742
sign_mt_v2,231,35.221181795942805,8312.198903842502,11.691414197005404,2770.865164690281
sign_mt_v2,232,22.75707036679554,17636.729534266542,7.52200899341388,5829.556969895757
sign_mt_v2,233,34.441472182953184,3960.7693010396165,15.140832016090698,1741.1956818504302
sign_mt_v2,234,28.396548402474835,7099.137100618709,15.184038765741489,3796.009691435372
sign_mt_v2,235,37.970558709861116,13327.666107161253,12.066831020085402,4247.524519070062
sign_mt_v2,236,29.490535884647265,10498.630774934427,12.453727574010765,4433.527016347833
sign_mt_v2,237,28.571373425742557,9571.410097623757,10.984967744418801,3679.9641943802985
sign_mt_v2,238,26.314253739961078,6578.563434990269,10.308513523468655,2577.1283808671637
sign_mt_v2,239,29.500848378081,6136.176462640848,14.93130438653676,2986.260877307352
sign_mt_v2,240,24.53128039014448,9027.51118357317,14.253558569255881,5245.309553486164
sign_mt_v2,241,38.306434652805564,10074.592313687863,10.215634465482099,2737.7900367492025
sign_mt_v2,242,28.86662024983919,7130.05520171028,14.56919965950953,3598.592315898854
sign_mt_v2,243,33.973576937552785,9104.918619264146,12.004765461088928,3217.2771435718328
sign_mt_v2,244,26.00218707729725,5538.465847464315,13.549809812051748,2886.1094899670225
sign_mt_v2,245,31.80251691891919,4420.549851729767,13.959827234109769,1884.5766766048189
sign_mt_v2,246,21.783150970424483,6447.812687245647,13.868151717025272,4104.972908239481
sign_mt_v2,247,36.4518253782625,8602.63078926995,12.905653780928771,3045.73429229919
sign_mt_v2,248,42.033048065023145,14207.170245977823,16.757305475871956,5663.969250844721
sign_mt_v2,249,55.026005022001975,19369.153767744694,16.499063741486324,5807.670437003187
sign_mt_v2,250,40.22168191303956,6918.129289042804,15.250010176458593,2623.001750350878
sign_mt_v2,251,27.53084207713363,6800.117993052007,10.663264490588952,2633.826329175471
sign_mt_v2,252,55.00863774915557,15127.37538101778,10.170695784334164,2796.941340691895
sign_mt_v2,253,24.006959697921378,4489.301463511298,15.633934342726903,2923.5457220899307
sign_mt_v2,254,38.825765784200144,14016.101448096251,16.509281354627717,5959.850569020606
sign_mt_v2,255,29.225732561311634,8183.205117167257,13.72648965188509,3829.69061287594
sign_mt_v2,256,38.13401942384137,9075.896622874247,9.958441567182398,2300.400002019134
sign_mt_v2,257,27.662175187396464,9211.504337403023,13.367943415056214,4384.685440138438
sign_mt_v2,258,49.0435766513033,10887.674016589332,14.441718984201469,3206.061614492726
sign_mt_v2,259,38.86133648875804,8666.078036993043,11.152415387456031,2453.531385240327
sign_mt_v2,260,35.73180478701755,10112.100754725967,11.281991429709082,3441.00738606127
sign_mt_v2,261,32.39413766770042,10366.124053664134,13.91917390900725,4454.13565088232
sign_mt_v2,262,47.79528874619137,11518.66458783212,12.92345552594853,3114.552781753596
sign_mt_v2,263,29.845247909337836,9401.253091441418,8.42658819904192,2620.668929902037
sign_mt_v2,264,30.787459882039595,5941.979757233642,14.802114446904268,2856.8080882525237
sign_mt_v2,265,42.37967930900602,6356.951896350904,13.060885533019063,1959.1328299528593
sign_mt_v2,266,31.50795330398032,7908.49627929906,15.865788359387908,3982.312878206365
sign_mt_v2,267,27.45638141141219,7550.504888138352,14.815473296615867,4074.2551565693634
sign_mt_v2,268,24.812383841342555,11661.820405431,7.000747568107555,3248.3468716019056
sign_mt_v2,269,24.973664744824006,8291.25669528157,13.033188647420252,4209.719933116741
sign_mt_v2,270,34.887025670517,22885.88883985915,12.913576038401995,8471.305881191709
sign_mt_v2,271,36.27366023166964,7000.81642471224,10.131983187811935,2107.4525030648824
sign_mt_v2,272,32.598914852447585,6845.772119013993,11.559248506946313,2427.4421864587257
sign_mt_v2,273,31.931970572211622,9483.795259946852,11.89994430766712,3534.2834593771345
sign_mt_v2,274,56.80883999335189,37039.36367566543,12.63293735186225,9032.550206581509
sign_mt_v2,275,28.623117240210348,4350.713820511973,14.383482383930408,2186.289322357422
sign_mt_v2,276,48.5989241794917,14239.484784591068,14.816199095061897,4415.2273303284455
sign_mt_v2,277,30.232215381148492,4746.457814840313,16.667109359499445,2616.736169441413
sign_mt_v2,278,34.80167323970001,16078.373036741403,14.132373426570963,6529.156523075785
sign_mt_v2,279,34.627587058943256,5471.158755313035,15.033834528989019,2375.345855580265
sign_mt_v2,280,34.660701422728884,8318.568341454933,15.583862866401313,3708.9593622035127
sign_mt_v2,281,39.28156134864147,13434.293981235382,14.289523007618081,4887.016868605384
sign_mt_v2,282,26.438159635079447,8248.705806144788,12.811711067094217,3997.2538529333956
sign_mt_v2,283,48.768661458549644,10241.418906295425,13.37165388348184,2808.0473155311865
sign_mt_v2,284,31.47566599364782,9977.786119986358,8.775488019655244,2983.665926682783
sign_mt_v2,285,40.27872810839774,15144.801768757552,14.379120662307475,5349.032886378381
sign_mt_v2,286,28.453078400311323,8023.7681088877935,12.567319280417358,3493.7147599560253
sign_mt_v2,287,47.00352031629661,11421.855436860076,16.19443702081376,3935.2481960577434
sign_mt_v2,288,51.624253943002046,11512.208629289456,15.072006278046588,3361.0574000043894
sign_mt_v2,289,22.339958178177508,12510.376579779404,9.817768753129226,5497.950501752366
sign_mt_v2,290,25.349089160575843,4968.4214754728655,14.90014356571173,2860.827564616652
sign_mt_v2,291,55.38825233855115,15065.604636085913,15.120854677274064,4112.872472218545
sign_mt_v2,292,38.05294983676147,8561.913713271331,10.141488952400604,2555.6552160049523
sign_mt_v2,293,47.530800564019025,15257.386981050107,13.07401000747133,4445.163402540252
sign_mt_v2,294,27.60307747773216,8142.907855930987,13.612992574406956,4015.832809450052
sign_mt_v2,295,26.507843729548274,8694.572743291834,12.918845265736087,4134.030485035548
sign_mt_v2,296,42.49179080374082,9178.226813608017,11.256271278181405,2735.2739205980815
sign_mt_v2,297,28.45397669691001,6430.5987335016625,15.463728937705774,3494.802739921505
sign_mt_v2,298,42.33787487205884,9399.008221597063,13.570571681475577,2958.3846265616758
sign_mt_v2,299,24.140923914174177,4490.211848036397,14.442719977570121,2686.3459158280425
sign_mt_v2,300,33.733666327902384,13156.12986788193,11.109521471427717,4332.71337385681
sign_mt_v2,301,34.36867374835819,15397.16583926447,10.089335928489067,4520.022495963102
sign_mt_v2,302,31.08139114234125,15229.881659747212,9.625947951764713,4774.470184075298
sign_mt_v2,303,32.50111584026632,15438.030024126505,13.298866196726992,6223.869380068232
sign_mt_v2,304,48.9287158024995,9149.669855067406,14.193952186059747,2654.2690587931725
sign_mt_v2,305,48.83563220389032,10841.510349263652,10.98937613835953,3120.9828232941068
sign_mt_v2,306,41.03867283980552,19124.021543349372,10.195074444430738,4750.9046911047235
sign_mt_v2,307,24.12666262890034,9650.665051560136,16.64949083969986,6659.796335879944
sign_mt_v2,308,23.47106981876264,10397.68392971185,8.092553050338381,3609.2786604509183
sign_mt_v2,309,24.68409476895386,6738.757871924404,12.131721599361523,3360.4868830231417
sign_mt_v2,310,24.091916524046887,5806.151882295299,14.054653329626824,3387.1714524400645
sign_mt_v2,311,24.579488498782013,14108.626398300876,11.098286115872257,6326.023086047187
sign_mt_v2,312,57.37896027304814,16639.89847918396,18.09402222628017,5247.26644562125
sign_mt_v2,313,26.03048817430896,11557.536749393179,10.015153472173562,4376.622067339847
sign_mt_v2,314,47.273743555736736,17302.190141399646,11.061560798633462,4590.547731432886
sign_mt_v2,315,34.680147018194454,15675.426452223892,13.913710653162068,6288.997215229255
sign_mt_v2,316,41.263754854716545,10109.619939405553,13.817158767560853,3329.9352629821656
sign_mt_v2,317,43.23302667598516,17725.540937153914,12.927081756622297,5300.1035202151415
